Date,Fidelity Dividend for Rising Rates_Open_average,Fidelity Dividend for Rising Rates_Open_max,Fidelity Dividend for Rising Rates_Open_min,Fidelity Dividend for Rising Rates_Open_volatility,Fidelity Dividend for Rising Rates_Open_change,Fidelity Dividend for Rising Rates_High_average,Fidelity Dividend for Rising Rates_High_max,Fidelity Dividend for Rising Rates_High_min,Fidelity Dividend for Rising Rates_High_volatility,Fidelity Dividend for Rising Rates_High_change,Fidelity Dividend for Rising Rates_Low_average,Fidelity Dividend for Rising Rates_Low_max,Fidelity Dividend for Rising Rates_Low_min,Fidelity Dividend for Rising Rates_Low_volatility,Fidelity Dividend for Rising Rates_Low_change,Fidelity Dividend for Rising Rates_Close_average,Fidelity Dividend for Rising Rates_Close_max,Fidelity Dividend for Rising Rates_Close_min,Fidelity Dividend for Rising Rates_Close_volatility,Fidelity Dividend for Rising Rates_Close_change
2018-04-08,30.2,30.2,30.2,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-04-15,30.04,30.04,30.04,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-04-22,30.2,30.2,30.2,0.0,0.0,30.28,30.28,30.28,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2018-04-29,30.01,30.01,30.01,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2018-05-06,30.7,30.7,30.7,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-05-13,30.73,30.73,30.73,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-05-20,30.67,30.67,30.67,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-05-27,30.82,30.82,30.82,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-06-03,31.44,31.44,31.44,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-06-10,30.88,30.88,30.88,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-06-17,30.7,30.7,30.7,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2018-06-24,30.1,30.1,30.1,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-07-01,30.84,30.84,30.84,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-07-08,31.04,31.04,31.04,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2018-07-15,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2018-07-22,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-07-29,31.76,31.76,31.76,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-08-05,31.66,31.66,31.66,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-08-12,32.05,32.05,32.05,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2018-08-19,32.3,32.3,32.3,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-08-26,32.3,32.3,32.3,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-09-02,32.28,32.28,32.28,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-09-09,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-09-16,32.55,32.55,32.55,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2018-09-23,32.47,32.47,32.47,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-09-30,32.04,32.04,32.04,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2018-10-07,31.01,31.01,31.01,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-10-14,31.23,31.23,31.23,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-10-21,30.58,30.58,30.58,0.0,0.0,30.74,30.74,30.74,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-10-28,30.98,30.98,30.98,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-11-04,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-11-11,31.38,31.38,31.38,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-11-18,30.62,30.62,30.62,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-11-25,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-12-02,30.28,30.28,30.28,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.72,29.72,29.72,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-12-09,29.81,29.81,29.81,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2018-12-16,27.68,27.68,27.68,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-12-23,28.74,28.74,28.74,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-12-30,28.99,28.99,28.99,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.82,28.82,28.82,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2019-01-06,29.31,29.31,29.31,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-01-13,29.98,29.98,29.98,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.87,29.87,29.87,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-01-20,29.89,29.89,29.89,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-01-27,30.67,30.67,30.67,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-02-03,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-02-10,31.27,31.27,31.27,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-02-17,31.66,31.66,31.66,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2019-02-24,31.7,31.7,31.7,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-03-03,31.04,31.04,31.04,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-03-10,31.53,31.53,31.53,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2019-03-17,31.19,31.19,31.19,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-03-24,31.78,31.78,31.78,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-03-31,32.21,32.21,32.21,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-04-07,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-04-14,32.39,32.39,32.39,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-04-21,32.52,32.52,32.52,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-04-28,32.1,32.1,32.1,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-05-05,31.37,31.37,31.37,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2019-05-12,31.37,31.37,31.37,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-05-19,31.22,31.22,31.22,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-05-26,30.1,30.1,30.1,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-06-02,31.62,31.62,31.62,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-06-09,31.58,31.58,31.58,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-06-16,31.94,31.94,31.94,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-06-23,32.27,32.27,32.27,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-06-30,32.29,32.29,32.29,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2019-07-07,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-07-14,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-07-21,32.66,32.66,32.66,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-07-28,31.33,31.33,31.33,0.0,0.0,31.37,31.37,31.37,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-08-04,31.23,31.23,31.23,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-08-11,31.32,31.32,31.32,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2019-08-18,31.0,31.0,31.0,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.89,30.89,30.89,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-08-25,31.5,31.5,31.5,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-09-01,32.22,32.22,32.22,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-09-08,32.6,32.6,32.6,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-09-15,32.12,32.12,32.12,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-09-22,32.16,32.16,32.16,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-09-29,31.75,31.75,31.75,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-10-06,32.11,32.11,32.11,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2019-10-13,32.58,32.58,32.58,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2019-10-20,32.96,32.96,32.96,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-10-27,33.48,33.48,33.48,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-11-03,33.69,33.69,33.69,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-11-10,34.03,34.03,34.03,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2019-11-17,33.9,33.9,33.9,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-11-24,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-12-01,34.24,34.24,34.24,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-12-08,34.89,34.89,34.89,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-12-15,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-12-22,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-12-29,35.2,35.2,35.2,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.27,35.27,35.27,0.0,0.0
