Date,Guggenheim Invest China Small Cap_Open_average,Guggenheim Invest China Small Cap_Open_max,Guggenheim Invest China Small Cap_Open_min,Guggenheim Invest China Small Cap_Open_volatility,Guggenheim Invest China Small Cap_Open_change,Guggenheim Invest China Small Cap_High_average,Guggenheim Invest China Small Cap_High_max,Guggenheim Invest China Small Cap_High_min,Guggenheim Invest China Small Cap_High_volatility,Guggenheim Invest China Small Cap_High_change,Guggenheim Invest China Small Cap_Low_average,Guggenheim Invest China Small Cap_Low_max,Guggenheim Invest China Small Cap_Low_min,Guggenheim Invest China Small Cap_Low_volatility,Guggenheim Invest China Small Cap_Low_change,Guggenheim Invest China Small Cap_Close_average,Guggenheim Invest China Small Cap_Close_max,Guggenheim Invest China Small Cap_Close_min,Guggenheim Invest China Small Cap_Close_volatility,Guggenheim Invest China Small Cap_Close_change
2018-03-25,30.58,30.58,30.58,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.58,30.58,30.58,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-04-01,30.98,30.98,30.98,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-04-08,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-04-15,30.46,30.46,30.46,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-04-22,30.56,30.56,30.56,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-04-29,30.68,30.68,30.68,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-05-06,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-05-13,32.2,32.2,32.2,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-05-20,32.41,32.41,32.41,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2018-05-27,32.39,32.39,32.39,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-06-03,32.39,32.39,32.39,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-06-10,31.96,31.96,31.96,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.83,31.83,31.83,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2018-06-17,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-06-24,29.68,29.68,29.68,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-07-01,28.13,28.13,28.13,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2018-07-08,29.17,29.17,29.17,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-07-15,28.85,28.85,28.85,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-07-22,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-07-29,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-08-05,27.79,27.79,27.79,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-08-12,25.78,25.78,25.78,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.77,25.77,25.77,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2018-08-19,27.37,27.37,27.37,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2018-08-26,27.16,27.16,27.16,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2018-09-02,26.02,26.02,26.02,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-09-09,25.75,25.75,25.75,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2018-09-16,27.19,27.19,27.19,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-09-23,26.67,26.67,26.67,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2018-09-30,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-10-07,23.98,23.98,23.98,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.79,23.79,23.79,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-10-14,23.62,23.62,23.62,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2018-10-21,23.05,23.05,23.05,0.0,0.0,23.44,23.44,23.44,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-10-28,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-11-04,24.5,24.5,24.5,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-11-11,25.4,25.4,25.4,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-11-18,24.95,24.95,24.95,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-11-25,25.5,25.5,25.5,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-12-02,25.19,25.19,25.19,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-12-09,24.7,24.7,24.7,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-12-16,23.59,23.59,23.59,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2018-12-23,22.68,22.68,22.68,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-12-30,22.19,22.19,22.19,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-01-06,23.12,23.12,23.12,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2019-01-13,23.78,23.78,23.78,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-01-20,24.04,24.04,24.04,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-01-27,24.56,24.56,24.56,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-02-03,24.75,24.75,24.75,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-02-10,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2019-02-17,25.98,25.98,25.98,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-02-24,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-03-03,25.37,25.37,25.37,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-03-10,26.09,26.09,26.09,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-03-17,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-03-24,26.43,26.43,26.43,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-03-31,27.5,27.5,27.5,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-04-07,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-04-14,27.56,27.56,27.56,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-04-21,26.81,26.81,26.81,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-04-28,26.96,26.96,26.96,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-05-05,25.11,25.11,25.11,0.0,0.0,25.34,25.34,25.34,0.0,0.0,24.79,24.79,24.79,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-05-12,24.44,24.44,24.44,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-05-19,23.7,23.7,23.7,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-05-26,24.06,24.06,24.06,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-06-02,24.25,24.25,24.25,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-06-09,24.39,24.39,24.39,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-06-16,25.1,25.1,25.1,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-06-23,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-06-30,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-07-07,25.39,25.39,25.39,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-07-14,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-07-21,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-07-28,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-08-04,23.2,23.2,23.2,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-08-11,22.88,22.88,22.88,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.88,22.88,22.88,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-08-18,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-08-25,23.62,23.62,23.62,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-09-01,24.49,24.49,24.49,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-09-08,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-09-15,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-09-22,23.86,23.86,23.86,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2019-09-29,23.81,23.81,23.81,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-10-06,24.48,24.48,24.48,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-10-13,24.46,24.46,24.46,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-10-20,24.6,24.6,24.6,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2019-10-27,24.83,24.83,24.83,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-11-03,25.46,25.46,25.46,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-11-10,24.48,24.48,24.48,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-11-17,24.46,24.46,24.46,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-11-24,24.22,24.22,24.22,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-12-01,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-12-08,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-12-15,25.43,25.43,25.43,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-12-22,24.89,24.89,24.89,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-12-29,25.52,25.52,25.52,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.68,25.68,25.68,0.0,0.0
