Date,FlexShares Morningstar Global Upstream Natural ResEtf_Open_average,FlexShares Morningstar Global Upstream Natural ResEtf_Open_max,FlexShares Morningstar Global Upstream Natural ResEtf_Open_min,FlexShares Morningstar Global Upstream Natural ResEtf_Open_volatility,FlexShares Morningstar Global Upstream Natural ResEtf_Open_change,FlexShares Morningstar Global Upstream Natural ResEtf_High_average,FlexShares Morningstar Global Upstream Natural ResEtf_High_max,FlexShares Morningstar Global Upstream Natural ResEtf_High_min,FlexShares Morningstar Global Upstream Natural ResEtf_High_volatility,FlexShares Morningstar Global Upstream Natural ResEtf_High_change,FlexShares Morningstar Global Upstream Natural ResEtf_Low_average,FlexShares Morningstar Global Upstream Natural ResEtf_Low_max,FlexShares Morningstar Global Upstream Natural ResEtf_Low_min,FlexShares Morningstar Global Upstream Natural ResEtf_Low_volatility,FlexShares Morningstar Global Upstream Natural ResEtf_Low_change,FlexShares Morningstar Global Upstream Natural ResEtf_Close_average,FlexShares Morningstar Global Upstream Natural ResEtf_Close_max,FlexShares Morningstar Global Upstream Natural ResEtf_Close_min,FlexShares Morningstar Global Upstream Natural ResEtf_Close_volatility,FlexShares Morningstar Global Upstream Natural ResEtf_Close_change
2018-03-25,32.17,32.17,32.17,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-04-01,32.72,32.72,32.72,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2018-04-08,33.65,33.65,33.65,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-04-15,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2018-04-22,34.15,34.15,34.15,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-04-29,33.83,33.83,33.83,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.69,33.69,33.69,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2018-05-06,34.99,34.99,34.99,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2018-05-13,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2018-05-20,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-05-27,34.57,34.57,34.57,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-06-03,35.1,35.1,35.1,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-06-10,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-06-17,33.79,33.79,33.79,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-06-24,33.75,33.75,33.75,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-07-01,33.66,33.66,33.66,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-07-08,33.59,33.59,33.59,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-07-15,33.07,33.07,33.07,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2018-07-22,33.74,33.74,33.74,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2018-07-29,33.53,33.53,33.53,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-08-05,33.26,33.26,33.26,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2018-08-12,32.17,32.17,32.17,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-08-19,32.94,32.94,32.94,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-08-26,33.17,33.17,33.17,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-09-02,32.09,32.09,32.09,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2018-09-09,32.89,32.89,32.89,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2018-09-16,34.03,34.03,34.03,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-09-23,33.76,33.76,33.76,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-09-30,33.8,33.8,33.8,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-10-07,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-10-14,32.6,32.6,32.6,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-10-21,30.7,30.7,30.7,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-10-28,32.49,32.49,32.49,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-11-04,32.16,32.16,32.16,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-11-11,31.59,31.59,31.59,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-11-18,30.63,30.63,30.63,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-11-25,30.78,30.78,30.78,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-12-02,30.78,30.78,30.78,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-12-09,30.29,30.29,30.29,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-12-16,28.91,28.91,28.91,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-12-23,29.37,29.37,29.37,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2018-12-30,29.54,29.54,29.54,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.53,29.53,29.53,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2019-01-06,30.81,30.81,30.81,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-01-13,31.49,31.49,31.49,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-01-20,31.31,31.31,31.31,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-01-27,32.2,32.2,32.2,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2019-02-03,31.46,31.46,31.46,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-02-10,32.19,32.19,32.19,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-02-17,32.89,32.89,32.89,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-02-24,32.66,32.66,32.66,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-03-03,31.85,31.85,31.85,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-03-10,32.48,32.48,32.48,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2019-03-17,32.8,32.8,32.8,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-03-24,32.81,32.81,32.81,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-03-31,33.4,33.4,33.4,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-04-07,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2019-04-14,33.37,33.37,33.37,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2019-04-21,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-04-28,32.3,32.3,32.3,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-05-05,31.67,31.67,31.67,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-05-12,31.56,31.56,31.56,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2019-05-19,31.24,31.24,31.24,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-05-26,30.48,30.48,30.48,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-06-02,31.81,31.81,31.81,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-06-09,32.34,32.34,32.34,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-06-16,32.82,32.82,32.82,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-06-23,32.9,32.9,32.9,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-06-30,32.73,32.73,32.73,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-07-07,32.82,32.82,32.82,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-07-14,32.9,32.9,32.9,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-07-21,32.59,32.59,32.59,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2019-07-28,31.64,31.64,31.64,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-08-04,31.29,31.29,31.29,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-08-11,30.09,30.09,30.09,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-08-18,30.25,30.25,30.25,0.0,0.0,30.49,30.49,30.49,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-08-25,30.76,30.76,30.76,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-09-01,31.28,31.28,31.28,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-09-08,32.12,32.12,32.12,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-09-15,31.83,31.83,31.83,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-09-22,31.2,31.2,31.2,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-09-29,30.21,30.21,30.21,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-10-06,31.01,31.01,31.01,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-10-13,30.81,30.81,30.81,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-10-20,31.35,31.35,31.35,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-10-27,31.54,31.54,31.54,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-11-03,32.15,32.15,32.15,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-11-10,32.03,32.03,32.03,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-11-17,31.99,31.99,31.99,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-11-24,31.85,31.85,31.85,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2019-12-01,31.94,31.94,31.94,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2019-12-08,32.73,32.73,32.73,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-12-15,32.97,32.97,32.97,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-12-22,33.56,33.56,33.56,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-12-29,33.51,33.51,33.51,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.42,33.42,33.42,0.0,0.0
