Date,ProShares UltraShort 20+ Year Treasury_Open_average,ProShares UltraShort 20+ Year Treasury_Open_max,ProShares UltraShort 20+ Year Treasury_Open_min,ProShares UltraShort 20+ Year Treasury_Open_volatility,ProShares UltraShort 20+ Year Treasury_Open_change,ProShares UltraShort 20+ Year Treasury_High_average,ProShares UltraShort 20+ Year Treasury_High_max,ProShares UltraShort 20+ Year Treasury_High_min,ProShares UltraShort 20+ Year Treasury_High_volatility,ProShares UltraShort 20+ Year Treasury_High_change,ProShares UltraShort 20+ Year Treasury_Low_average,ProShares UltraShort 20+ Year Treasury_Low_max,ProShares UltraShort 20+ Year Treasury_Low_min,ProShares UltraShort 20+ Year Treasury_Low_volatility,ProShares UltraShort 20+ Year Treasury_Low_change,ProShares UltraShort 20+ Year Treasury_Close_average,ProShares UltraShort 20+ Year Treasury_Close_max,ProShares UltraShort 20+ Year Treasury_Close_min,ProShares UltraShort 20+ Year Treasury_Close_volatility,ProShares UltraShort 20+ Year Treasury_Close_change
2018-03-25,36.44,36.44,36.44,0.0,0.0,36.57,36.57,36.57,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2018-04-01,36.89,36.89,36.89,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-04-08,37.17,37.17,37.17,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2018-04-15,38.42,38.42,38.42,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2018-04-22,37.94,37.94,37.94,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2018-04-29,37.82,37.82,37.82,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2018-05-06,37.96,37.96,37.96,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2018-05-13,39.05,39.05,39.05,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2018-05-20,37.46,37.46,37.46,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2018-05-27,36.9,36.9,36.9,0.0,0.0,37.38,37.38,37.38,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2018-06-03,37.56,37.56,37.56,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2018-06-10,36.72,36.72,36.72,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2018-06-17,36.54,36.54,36.54,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-06-24,35.77,35.77,35.77,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2018-07-01,35.62,35.62,35.62,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2018-07-08,35.53,35.53,35.53,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-07-15,36.62,36.62,36.62,0.0,0.0,37.34,37.34,37.34,0.0,0.0,36.62,36.62,36.62,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2018-07-22,37.49,37.49,37.49,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-07-29,37.0,37.0,37.0,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-08-05,36.57,36.57,36.57,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-08-12,35.8,35.8,35.8,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-08-19,35.68,35.68,35.68,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-08-26,35.66,35.66,35.66,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.64,35.64,35.64,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-09-02,37.12,37.12,37.12,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-09-09,37.78,37.78,37.78,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2018-09-16,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2018-09-23,38.53,38.53,38.53,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-09-30,41.07,41.07,41.07,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2018-10-07,39.84,39.84,39.84,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.79,39.79,39.79,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-10-14,40.38,40.38,40.38,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-10-21,39.79,39.79,39.79,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-10-28,41.29,41.29,41.29,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2018-11-04,40.26,40.26,40.26,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2018-11-11,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2018-11-18,39.7,39.7,39.7,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2018-11-25,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-12-02,36.91,36.91,36.91,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-12-09,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-12-16,35.45,35.45,35.45,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-12-23,35.59,35.59,35.59,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2018-12-30,34.46,34.46,34.46,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-01-06,35.44,35.44,35.44,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-01-13,36.1,36.1,36.1,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-01-20,35.73,35.73,35.73,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-01-27,35.63,35.63,35.63,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-02-03,34.85,34.85,34.85,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2019-02-10,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-02-17,35.31,35.31,35.31,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-02-24,36.28,36.28,36.28,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-03-03,35.03,35.03,35.03,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-03-10,34.97,34.97,34.97,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2019-03-17,33.07,33.07,33.07,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-03-24,32.74,32.74,32.74,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.68,32.68,32.68,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-03-31,33.5,33.5,33.5,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2019-04-07,34.12,34.12,34.12,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-04-14,34.32,34.32,34.32,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-04-21,33.91,33.91,33.91,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.86,33.86,33.86,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2019-04-28,33.21,33.21,33.21,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-05-05,32.69,32.69,32.69,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-05-12,32.34,32.34,32.34,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-05-19,31.57,31.57,31.57,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-05-26,29.46,29.46,29.46,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-06-02,29.99,29.99,29.99,0.0,0.0,30.17,30.17,30.17,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2019-06-09,29.69,29.69,29.69,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-06-16,29.37,29.37,29.37,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2019-06-23,28.92,28.92,28.92,0.0,0.0,29.36,29.36,29.36,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-06-30,28.72,28.72,28.72,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2019-07-07,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-07-14,29.02,29.02,29.02,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-07-21,29.32,29.32,29.32,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-07-28,26.54,26.54,26.54,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-08-04,25.24,25.24,25.24,0.0,0.0,25.31,25.31,25.31,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2019-08-11,24.5,24.5,24.5,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2019-08-18,23.74,23.74,23.74,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-08-25,23.52,23.52,23.52,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-09-01,24.35,24.35,24.35,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-09-08,26.44,26.44,26.44,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-09-15,24.82,24.82,24.82,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-09-22,24.75,24.75,24.75,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-09-29,23.6,23.6,23.6,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-10-06,24.8,24.8,24.8,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2019-10-13,25.89,25.89,25.89,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-10-20,26.26,26.26,26.26,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-10-27,25.64,25.64,25.64,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-11-03,26.97,26.97,26.97,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-11-10,25.88,25.88,25.88,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-11-17,25.1,25.1,25.1,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-11-24,25.6,25.6,25.6,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-12-01,25.47,25.47,25.47,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-12-08,25.64,25.64,25.64,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2019-12-15,26.17,26.17,26.17,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-12-22,26.38,26.38,26.38,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-12-29,25.52,25.52,25.52,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.15,25.15,25.15,0.0,0.0
