Date,Principal US Mega-Cap Multi-FactorEtf_Open_average,Principal US Mega-Cap Multi-FactorEtf_Open_max,Principal US Mega-Cap Multi-FactorEtf_Open_min,Principal US Mega-Cap Multi-FactorEtf_Open_volatility,Principal US Mega-Cap Multi-FactorEtf_Open_change,Principal US Mega-Cap Multi-FactorEtf_High_average,Principal US Mega-Cap Multi-FactorEtf_High_max,Principal US Mega-Cap Multi-FactorEtf_High_min,Principal US Mega-Cap Multi-FactorEtf_High_volatility,Principal US Mega-Cap Multi-FactorEtf_High_change,Principal US Mega-Cap Multi-FactorEtf_Low_average,Principal US Mega-Cap Multi-FactorEtf_Low_max,Principal US Mega-Cap Multi-FactorEtf_Low_min,Principal US Mega-Cap Multi-FactorEtf_Low_volatility,Principal US Mega-Cap Multi-FactorEtf_Low_change,Principal US Mega-Cap Multi-FactorEtf_Close_average,Principal US Mega-Cap Multi-FactorEtf_Close_max,Principal US Mega-Cap Multi-FactorEtf_Close_min,Principal US Mega-Cap Multi-FactorEtf_Close_volatility,Principal US Mega-Cap Multi-FactorEtf_Close_change
2018-03-25,25.5,25.5,25.5,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-04-01,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-04-08,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2018-04-15,25.51,25.51,25.51,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-04-22,25.44,25.44,25.44,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-04-29,25.28,25.28,25.28,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-05-06,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-05-13,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2018-05-20,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-05-27,26.03,26.03,26.03,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2018-06-03,26.49,26.49,26.49,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-06-10,26.43,26.43,26.43,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2018-06-17,26.32,26.32,26.32,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-06-24,26.24,26.24,26.24,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-07-01,26.29,26.29,26.29,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-07-08,26.65,26.65,26.65,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-07-15,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-07-22,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-07-29,27.27,27.27,27.27,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2018-08-05,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-08-12,27.22,27.22,27.22,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-08-19,27.56,27.56,27.56,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-08-26,27.92,27.92,27.92,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-09-02,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-09-09,28.08,28.08,28.08,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-09-16,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-09-23,28.33,28.33,28.33,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-09-30,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-10-07,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2018-10-14,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-10-21,26.26,26.26,26.26,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-10-28,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-11-04,27.37,27.37,27.37,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-11-11,27.21,27.21,27.21,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-11-18,26.21,26.21,26.21,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-11-25,27.18,27.18,27.18,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-12-02,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-12-09,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2018-12-16,24.71,24.71,24.71,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-12-23,25.01,25.01,25.01,0.0,0.0,25.22,25.22,25.22,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-12-30,25.08,25.08,25.08,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-01-06,25.72,25.72,25.72,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-01-13,26.32,26.32,26.32,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-01-20,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-01-27,26.63,26.63,26.63,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-02-03,26.52,26.52,26.52,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-02-10,27.34,27.34,27.34,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-02-17,27.53,27.53,27.53,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-02-24,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-03-03,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-03-10,27.91,27.91,27.91,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-03-17,28.02,28.02,28.02,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-03-24,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-03-31,28.41,28.41,28.41,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-04-07,28.47,28.47,28.47,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-04-14,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-04-21,28.65,28.65,28.65,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-04-28,28.59,28.59,28.59,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-05-05,27.94,27.94,27.94,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.66,27.66,27.66,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-05-12,28.12,28.12,28.12,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-05-19,28.05,28.05,28.05,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-05-26,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-06-02,28.3,28.3,28.3,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-06-09,28.61,28.61,28.61,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-06-16,29.25,29.25,29.25,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2019-06-23,29.0,29.0,29.0,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-06-30,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-07-07,29.57,29.57,29.57,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-07-14,29.6,29.6,29.6,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-07-21,29.66,29.66,29.66,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-07-28,28.86,28.86,28.86,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2019-08-04,28.83,28.83,28.83,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-08-11,28.42,28.42,28.42,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-08-18,28.72,28.72,28.72,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-08-25,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-09-01,29.43,29.43,29.43,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-09-08,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-09-15,29.56,29.56,29.56,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-09-22,29.35,29.35,29.35,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-09-29,28.67,28.67,28.67,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.67,28.67,28.67,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-10-06,29.13,29.13,29.13,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-10-13,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-10-20,29.24,29.24,29.24,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-10-27,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-11-03,30.02,30.02,30.02,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-11-10,30.28,30.28,30.28,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2019-11-17,30.4,30.4,30.4,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-11-24,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-12-01,30.75,30.75,30.75,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-12-08,30.9,30.9,30.9,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-12-15,31.41,31.41,31.41,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-12-22,31.49,31.49,31.49,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-12-29,31.3,31.3,31.3,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.42,31.42,31.42,0.0,0.0
