Date,ProShares UltraShort Utilities_Open_average,ProShares UltraShort Utilities_Open_max,ProShares UltraShort Utilities_Open_min,ProShares UltraShort Utilities_Open_volatility,ProShares UltraShort Utilities_Open_change,ProShares UltraShort Utilities_High_average,ProShares UltraShort Utilities_High_max,ProShares UltraShort Utilities_High_min,ProShares UltraShort Utilities_High_volatility,ProShares UltraShort Utilities_High_change,ProShares UltraShort Utilities_Low_average,ProShares UltraShort Utilities_Low_max,ProShares UltraShort Utilities_Low_min,ProShares UltraShort Utilities_Low_volatility,ProShares UltraShort Utilities_Low_change,ProShares UltraShort Utilities_Close_average,ProShares UltraShort Utilities_Close_max,ProShares UltraShort Utilities_Close_min,ProShares UltraShort Utilities_Close_volatility,ProShares UltraShort Utilities_Close_change
2018-05-13,27.8,27.8,27.8,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-05-20,26.3,26.3,26.3,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-05-27,26.33,26.33,26.33,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-06-03,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-06-10,26.85,26.85,26.85,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-06-17,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-06-24,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-07-01,23.75,23.75,23.75,0.0,0.0,24.93,24.93,24.93,0.0,0.0,23.75,23.75,23.75,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-07-08,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2018-07-15,24.55,24.55,24.55,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2018-07-22,24.05,24.05,24.05,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-07-29,23.04,23.04,23.04,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2018-08-05,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-08-12,22.45,22.45,22.45,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2018-08-19,22.77,22.77,22.77,0.0,0.0,23.35,23.35,23.35,0.0,0.0,22.46,22.46,22.46,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2018-08-26,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-09-02,22.51,22.51,22.51,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2018-09-09,22.58,22.58,22.58,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-09-16,23.35,23.35,23.35,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-09-23,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2018-09-30,22.18,22.18,22.18,0.0,0.0,22.39,22.39,22.39,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2018-10-07,22.93,22.93,22.93,0.0,0.0,23.21,23.21,23.21,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-10-14,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-10-21,22.38,22.38,22.38,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-10-28,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-11-04,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-11-11,21.46,21.46,21.46,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2018-11-18,22.06,22.06,22.06,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2018-11-25,21.27,21.27,21.27,0.0,0.0,21.31,21.31,21.31,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-12-02,20.69,20.69,20.69,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-12-09,20.29,20.29,20.29,0.0,0.0,21.55,21.55,21.55,0.0,0.0,20.29,20.29,20.29,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-12-16,22.44,22.44,22.44,0.0,0.0,24.11,24.11,24.11,0.0,0.0,22.44,22.44,22.44,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2018-12-23,22.76,22.76,22.76,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2018-12-30,23.15,23.15,23.15,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2019-01-06,23.33,23.33,23.33,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-01-13,22.42,22.42,22.42,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-01-20,22.4,22.4,22.4,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2019-01-27,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-02-03,20.58,20.58,20.58,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2019-02-10,20.45,20.45,20.45,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-02-17,19.88,19.88,19.88,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-02-24,19.51,19.51,19.51,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2019-03-03,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-03-10,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2019-03-17,18.49,18.49,18.49,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-03-24,18.5,18.5,18.5,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2019-03-31,18.81,18.81,18.81,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2019-04-07,18.54,18.54,18.54,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2019-04-14,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2019-04-21,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2019-04-28,18.43,18.43,18.43,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2019-05-05,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.32,18.32,18.32,0.0,0.0
2019-05-12,18.16,18.16,18.16,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2019-05-19,17.69,17.69,17.69,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2019-05-26,18.54,18.54,18.54,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2019-06-02,17.83,17.83,17.83,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2019-06-09,17.17,17.17,17.17,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2019-06-16,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2019-06-23,17.46,17.46,17.46,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2019-06-30,16.76,16.76,16.76,0.0,0.0,17.01,17.01,17.01,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-07-07,16.89,16.89,16.89,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2019-07-14,17.15,17.15,17.15,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2019-07-21,17.2,17.2,17.2,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2019-07-28,17.05,17.05,17.05,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2019-08-04,16.91,16.91,16.91,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-08-11,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-08-18,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2019-08-25,15.98,15.98,15.98,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-09-01,16.04,16.04,16.04,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-09-08,15.8,15.8,15.8,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2019-09-15,15.0,15.0,15.0,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2019-09-22,14.68,14.68,14.68,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-09-29,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-10-06,15.08,15.08,15.08,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2019-10-13,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-10-20,14.95,14.95,14.95,0.0,0.0,15.38,15.38,15.38,0.0,0.0,14.95,14.95,14.95,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2019-10-27,15.1,15.1,15.1,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2019-11-03,16.16,16.16,16.16,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2019-11-10,15.51,15.51,15.51,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2019-11-17,15.42,15.42,15.42,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2019-11-24,15.82,15.82,15.82,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2019-12-01,15.56,15.56,15.56,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2019-12-08,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2019-12-15,14.8,14.8,14.8,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2019-12-22,14.8,14.8,14.8,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-12-29,14.92,14.92,14.92,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.98,14.98,14.98,0.0,0.0
