Date,Guggenheim SP High Income Infrastr_Open_average,Guggenheim SP High Income Infrastr_Open_max,Guggenheim SP High Income Infrastr_Open_min,Guggenheim SP High Income Infrastr_Open_volatility,Guggenheim SP High Income Infrastr_Open_change,Guggenheim SP High Income Infrastr_High_average,Guggenheim SP High Income Infrastr_High_max,Guggenheim SP High Income Infrastr_High_min,Guggenheim SP High Income Infrastr_High_volatility,Guggenheim SP High Income Infrastr_High_change,Guggenheim SP High Income Infrastr_Low_average,Guggenheim SP High Income Infrastr_Low_max,Guggenheim SP High Income Infrastr_Low_min,Guggenheim SP High Income Infrastr_Low_volatility,Guggenheim SP High Income Infrastr_Low_change,Guggenheim SP High Income Infrastr_Close_average,Guggenheim SP High Income Infrastr_Close_max,Guggenheim SP High Income Infrastr_Close_min,Guggenheim SP High Income Infrastr_Close_volatility,Guggenheim SP High Income Infrastr_Close_change
2018-03-25,25.36,25.36,25.36,0.0,0.0,25.44,25.44,25.44,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-04-01,25.79,25.79,25.79,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-04-08,26.0,26.0,26.0,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2018-04-15,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2018-04-22,25.9,25.9,25.9,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-04-29,26.29,26.29,26.29,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-05-06,26.62,26.62,26.62,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-05-13,26.54,26.54,26.54,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-05-20,26.0,26.0,26.0,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2018-05-27,26.69,26.69,26.69,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-06-03,26.61,26.61,26.61,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-06-10,26.43,26.43,26.43,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-06-17,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-06-24,26.31,26.31,26.31,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2018-07-01,27.25,27.25,27.25,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-07-08,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-07-15,26.81,26.81,26.81,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-07-22,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2018-07-29,26.99,26.99,26.99,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-08-05,26.7,26.7,26.7,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-08-12,26.85,26.85,26.85,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-08-19,27.2,27.2,27.2,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-08-26,26.79,26.79,26.79,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2018-09-02,26.47,26.47,26.47,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2018-09-09,26.46,26.46,26.46,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-09-16,26.38,26.38,26.38,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-09-23,26.04,26.04,26.04,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2018-09-30,25.97,25.97,25.97,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.81,25.81,25.81,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-10-07,25.2,25.2,25.2,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-10-14,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-10-21,24.77,24.77,24.77,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2018-10-28,24.93,24.93,24.93,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-11-04,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-11-11,25.19,25.19,25.19,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-11-18,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-11-25,25.6,25.6,25.6,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-12-02,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.74,24.74,24.74,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-12-09,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-12-16,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-12-23,23.58,23.58,23.58,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-12-30,24.29,24.29,24.29,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-01-06,24.88,24.88,24.88,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-01-13,25.26,25.26,25.26,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-01-20,25.22,25.22,25.22,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-01-27,25.72,25.72,25.72,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-02-03,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-02-10,26.05,26.05,26.05,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-02-17,26.28,26.28,26.28,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-02-24,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-03-03,26.11,26.11,26.11,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-03-10,26.47,26.47,26.47,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-03-17,26.25,26.25,26.25,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-03-24,26.4,26.4,26.4,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-03-31,26.55,26.55,26.55,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-04-07,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-04-14,26.1,26.1,26.1,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-04-21,26.05,26.05,26.05,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-04-28,25.73,25.73,25.73,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-05-05,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-05-12,26.17,26.17,26.17,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-05-19,26.14,26.14,26.14,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-05-26,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-06-02,26.58,26.58,26.58,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-06-09,26.14,26.14,26.14,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-06-16,26.55,26.55,26.55,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-06-23,26.81,26.81,26.81,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-06-30,26.7,26.7,26.7,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-07-07,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-07-14,26.81,26.81,26.81,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-07-21,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-07-28,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-08-04,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2019-08-11,25.63,25.63,25.63,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-08-18,25.25,25.25,25.25,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-08-25,25.74,25.74,25.74,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-09-01,26.24,26.24,26.24,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-09-08,27.18,27.18,27.18,0.0,0.0,27.5,27.5,27.5,0.0,0.0,26.7,26.7,26.7,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2019-09-15,27.33,27.33,27.33,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-09-22,27.23,27.23,27.23,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-09-29,26.88,26.88,26.88,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-10-06,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-10-13,27.43,27.43,27.43,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-10-20,27.58,27.58,27.58,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-10-27,27.81,27.81,27.81,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-11-03,27.52,27.52,27.52,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2019-11-10,27.79,27.79,27.79,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-11-17,27.76,27.76,27.76,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-11-24,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-12-01,27.91,27.91,27.91,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2019-12-08,28.64,28.64,28.64,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-12-15,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-12-22,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-12-29,28.44,28.44,28.44,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.61,28.61,28.61,0.0,0.0
