Date,NuShares ESG US Aggregate Bond_etf_Open_average,NuShares ESG US Aggregate Bond_etf_Open_max,NuShares ESG US Aggregate Bond_etf_Open_min,NuShares ESG US Aggregate Bond_etf_Open_volatility,NuShares ESG US Aggregate Bond_etf_Open_change,NuShares ESG US Aggregate Bond_etf_High_average,NuShares ESG US Aggregate Bond_etf_High_max,NuShares ESG US Aggregate Bond_etf_High_min,NuShares ESG US Aggregate Bond_etf_High_volatility,NuShares ESG US Aggregate Bond_etf_High_change,NuShares ESG US Aggregate Bond_etf_Low_average,NuShares ESG US Aggregate Bond_etf_Low_max,NuShares ESG US Aggregate Bond_etf_Low_min,NuShares ESG US Aggregate Bond_etf_Low_volatility,NuShares ESG US Aggregate Bond_etf_Low_change,NuShares ESG US Aggregate Bond_etf_Close_average,NuShares ESG US Aggregate Bond_etf_Close_max,NuShares ESG US Aggregate Bond_etf_Close_min,NuShares ESG US Aggregate Bond_etf_Close_volatility,NuShares ESG US Aggregate Bond_etf_Close_change
2018-04-15,24.18,24.18,24.18,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-04-22,24.19,24.19,24.19,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-04-29,24.2,24.2,24.2,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-05-06,24.17,24.17,24.17,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-05-13,24.02,24.02,24.02,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-05-20,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-05-27,24.26,24.26,24.26,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-06-03,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-06-10,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-06-17,24.19,24.19,24.19,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-06-24,24.27,24.27,24.27,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-07-01,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-07-08,24.31,24.31,24.31,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-07-15,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-07-22,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-07-29,24.14,24.14,24.14,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-08-05,24.21,24.21,24.21,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2018-08-12,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2018-08-19,24.35,24.35,24.35,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-08-26,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2018-09-02,24.21,24.21,24.21,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-09-09,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-09-16,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2018-09-23,24.1,24.1,24.1,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-09-30,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-10-07,23.95,23.95,23.95,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-10-14,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-10-21,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2018-10-28,23.77,23.77,23.77,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-11-04,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2018-11-11,23.86,23.86,23.86,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-11-18,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-11-25,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-12-02,24.04,24.04,24.04,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-12-09,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-12-16,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-12-23,24.18,24.18,24.18,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-12-30,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-01-06,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-01-13,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-01-20,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2019-01-27,24.42,24.42,24.42,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-02-03,24.47,24.47,24.47,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-02-10,24.43,24.43,24.43,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2019-02-17,24.47,24.47,24.47,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-02-24,24.34,24.34,24.34,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-03-03,24.45,24.45,24.45,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-03-10,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-03-17,24.72,24.72,24.72,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-03-24,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2019-03-31,24.68,24.68,24.68,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-04-07,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-04-14,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-04-21,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-04-28,24.68,24.68,24.68,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-05-05,24.79,24.79,24.79,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-05-12,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-05-19,24.94,24.94,24.94,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-05-26,25.11,25.11,25.11,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-06-02,25.18,25.18,25.18,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-06-09,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-06-16,25.33,25.33,25.33,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-06-23,25.35,25.35,25.35,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-06-30,25.35,25.35,25.35,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-07-07,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-07-14,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-07-21,25.32,25.32,25.32,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-07-28,25.53,25.53,25.53,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-08-04,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-08-11,25.88,25.88,25.88,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-08-18,25.91,25.91,25.91,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-08-25,25.96,25.96,25.96,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-09-01,25.86,25.86,25.86,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-09-08,25.52,25.52,25.52,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-09-15,25.62,25.62,25.62,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-09-22,25.68,25.68,25.68,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-09-29,25.88,25.88,25.88,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-10-06,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-10-13,25.68,25.68,25.68,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-10-20,25.67,25.67,25.67,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-10-27,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-11-03,25.51,25.51,25.51,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-11-10,25.63,25.63,25.63,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-11-17,25.7,25.7,25.7,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-11-24,25.7,25.7,25.7,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-12-01,25.63,25.63,25.63,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-12-08,25.63,25.63,25.63,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-12-15,25.59,25.59,25.59,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2019-12-22,25.59,25.59,25.59,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-12-29,25.63,25.63,25.63,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.68,25.68,25.68,0.0,0.0
