Date,Peritus High Yield_Open_average,Peritus High Yield_Open_max,Peritus High Yield_Open_min,Peritus High Yield_Open_volatility,Peritus High Yield_Open_change,Peritus High Yield_High_average,Peritus High Yield_High_max,Peritus High Yield_High_min,Peritus High Yield_High_volatility,Peritus High Yield_High_change,Peritus High Yield_Low_average,Peritus High Yield_Low_max,Peritus High Yield_Low_min,Peritus High Yield_Low_volatility,Peritus High Yield_Low_change,Peritus High Yield_Close_average,Peritus High Yield_Close_max,Peritus High Yield_Close_min,Peritus High Yield_Close_volatility,Peritus High Yield_Close_change
2018-03-25,36.45,36.45,36.45,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-04-01,37.0,37.0,37.0,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2018-04-08,37.11,37.11,37.11,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-04-15,36.87,36.87,36.87,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-04-22,36.86,36.86,36.86,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-04-29,36.83,36.83,36.83,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-05-06,37.11,37.11,37.11,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2018-05-13,36.99,36.99,36.99,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-05-20,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-05-27,36.87,36.87,36.87,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2018-06-03,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-06-10,37.04,37.04,37.04,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-06-17,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2018-06-24,36.53,36.53,36.53,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-07-01,36.71,36.71,36.71,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-07-08,36.75,36.75,36.75,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2018-07-15,36.71,36.71,36.71,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-07-22,36.64,36.64,36.64,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-07-29,36.61,36.61,36.61,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-08-05,36.56,36.56,36.56,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-08-12,36.77,36.77,36.77,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-08-19,36.64,36.64,36.64,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-08-26,36.66,36.66,36.66,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-09-02,36.6,36.6,36.6,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-09-09,36.65,36.65,36.65,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2018-09-16,36.8,36.8,36.8,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2018-09-23,36.54,36.54,36.54,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-09-30,36.6,36.6,36.6,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-10-07,36.32,36.32,36.32,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2018-10-14,36.45,36.45,36.45,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-10-21,35.9,35.9,35.9,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2018-10-28,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2018-11-04,35.71,35.71,35.71,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2018-11-11,35.2,35.2,35.2,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2018-11-18,34.99,34.99,34.99,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-11-25,34.67,34.67,34.67,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2018-12-02,34.37,34.37,34.37,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-12-09,34.65,34.65,34.65,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2018-12-16,33.76,33.76,33.76,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-12-23,33.68,33.68,33.68,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-12-30,33.98,33.98,33.98,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2019-01-06,34.26,34.26,34.26,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-01-13,34.5,34.5,34.5,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-01-20,34.17,34.17,34.17,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-01-27,34.33,34.33,34.33,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-02-03,34.39,34.39,34.39,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-02-10,34.61,34.61,34.61,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-02-17,34.49,34.49,34.49,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-02-24,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-03-03,34.55,34.55,34.55,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-03-10,34.64,34.64,34.64,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2019-03-17,34.75,34.75,34.75,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-03-24,34.87,34.87,34.87,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-03-31,34.89,34.89,34.89,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-04-07,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2019-04-14,34.89,34.89,34.89,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-04-21,34.81,34.81,34.81,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-04-28,34.76,34.76,34.76,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-05-05,34.74,34.74,34.74,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-05-12,34.85,34.85,34.85,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-05-19,34.72,34.72,34.72,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-05-26,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-06-02,34.48,34.48,34.48,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-06-09,34.59,34.59,34.59,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2019-06-16,34.73,34.73,34.73,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-06-23,34.56,34.56,34.56,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-06-30,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-07-07,34.63,34.63,34.63,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-07-14,34.74,34.74,34.74,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-07-21,34.44,34.44,34.44,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-07-28,34.41,34.41,34.41,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-08-04,34.27,34.27,34.27,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-08-11,34.25,34.25,34.25,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-08-18,34.27,34.27,34.27,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-08-25,34.05,34.05,34.05,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-09-01,33.9,33.9,33.9,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-09-08,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-09-15,34.12,34.12,34.12,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-09-22,33.8,33.8,33.8,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-09-29,33.62,33.62,33.62,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-10-06,33.62,33.62,33.62,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-10-13,33.65,33.65,33.65,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-10-20,33.67,33.67,33.67,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-10-27,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-11-03,33.44,33.44,33.44,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-11-10,33.3,33.3,33.3,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-11-17,33.05,33.05,33.05,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-11-24,33.17,33.17,33.17,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-12-01,33.25,33.25,33.25,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-12-08,33.43,33.43,33.43,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-12-15,33.78,33.78,33.78,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-12-22,33.57,33.57,33.57,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-12-29,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.76,33.76,33.76,0.0,0.0
