Date,TrimTabs Float Shrink_Open_average,TrimTabs Float Shrink_Open_max,TrimTabs Float Shrink_Open_min,TrimTabs Float Shrink_Open_volatility,TrimTabs Float Shrink_Open_change,TrimTabs Float Shrink_High_average,TrimTabs Float Shrink_High_max,TrimTabs Float Shrink_High_min,TrimTabs Float Shrink_High_volatility,TrimTabs Float Shrink_High_change,TrimTabs Float Shrink_Low_average,TrimTabs Float Shrink_Low_max,TrimTabs Float Shrink_Low_min,TrimTabs Float Shrink_Low_volatility,TrimTabs Float Shrink_Low_change,TrimTabs Float Shrink_Close_average,TrimTabs Float Shrink_Close_max,TrimTabs Float Shrink_Close_min,TrimTabs Float Shrink_Close_volatility,TrimTabs Float Shrink_Close_change
2018-03-25,34.35,34.35,34.35,0.0,0.0,34.36,34.36,34.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-04-01,34.2,34.2,34.2,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-04-08,34.99,34.99,34.99,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2018-04-15,34.83,34.83,34.83,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2018-04-22,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-04-29,34.73,34.73,34.73,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-05-06,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-05-13,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2018-05-20,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2018-05-27,36.68,36.68,36.68,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-06-03,37.22,37.22,37.22,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-06-10,37.23,37.23,37.23,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2018-06-17,36.43,36.43,36.43,0.0,0.0,36.43,36.43,36.43,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2018-06-24,35.65,35.65,35.65,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-07-01,36.37,36.37,36.37,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-07-08,36.66,36.66,36.66,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2018-07-15,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-07-22,36.47,36.47,36.47,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-07-29,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-08-05,37.37,37.37,37.37,0.0,0.0,37.37,37.37,37.37,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-08-12,37.49,37.49,37.49,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-08-19,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-08-26,38.34,38.34,38.34,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2018-09-02,38.19,38.19,38.19,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2018-09-09,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2018-09-16,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2018-09-23,38.42,38.42,38.42,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2018-09-30,36.84,36.84,36.84,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-10-07,35.01,35.01,35.01,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-10-14,35.16,35.16,35.16,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-10-21,34.27,34.27,34.27,0.0,0.0,34.54,34.54,34.54,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2018-10-28,35.16,35.16,35.16,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2018-11-04,35.04,35.04,35.04,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-11-11,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-11-18,33.8,33.8,33.8,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-11-25,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-12-02,32.86,32.86,32.86,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.61,32.61,32.61,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-12-09,32.23,32.23,32.23,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-12-16,30.12,30.12,30.12,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-12-23,31.34,31.34,31.34,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-12-30,31.61,31.61,31.61,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-01-06,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-01-13,33.13,33.13,33.13,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-01-20,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-01-27,33.89,33.89,33.89,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.89,33.89,33.89,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-02-03,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-02-10,35.3,35.3,35.3,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-02-17,35.69,35.69,35.69,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2019-02-24,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-03-03,34.9,34.9,34.9,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-03-10,35.56,35.56,35.56,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-03-17,34.8,34.8,34.8,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-03-24,35.78,35.78,35.78,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2019-03-31,36.0,36.0,36.0,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-04-07,36.53,36.53,36.53,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-04-14,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-04-21,36.96,36.96,36.96,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-04-28,36.68,36.68,36.68,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-05-05,35.43,35.43,35.43,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-05-12,35.68,35.68,35.68,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-05-19,35.74,35.74,35.74,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-05-26,34.78,34.78,34.78,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-06-02,36.67,36.67,36.67,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2019-06-09,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-06-16,37.3,37.3,37.3,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-06-23,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-06-30,37.86,37.86,37.86,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-07-07,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-07-14,37.98,37.98,37.98,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-07-21,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-07-28,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-08-04,36.72,36.72,36.72,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-08-11,37.04,37.04,37.04,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-08-18,36.61,36.61,36.61,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2019-08-25,37.35,37.35,37.35,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-09-01,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-09-08,37.37,37.37,37.37,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-09-15,37.14,37.14,37.14,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-09-22,36.95,36.95,36.95,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-09-29,36.79,36.79,36.79,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-10-06,37.24,37.24,37.24,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-10-13,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-10-20,37.63,37.63,37.63,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-10-27,38.18,38.18,38.18,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-11-03,37.86,37.86,37.86,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-11-10,38.44,38.44,38.44,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-11-17,38.54,38.54,38.54,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-11-24,38.51,38.51,38.51,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-12-01,38.87,38.87,38.87,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-12-08,39.25,39.25,39.25,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-12-15,39.65,39.65,39.65,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-12-22,39.26,39.26,39.26,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-12-29,39.32,39.32,39.32,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.52,39.52,39.52,0.0,0.0
