Date,Vanguard Sht-Term Inflation-Protected Securities_etf_Open_average,Vanguard Sht-Term Inflation-Protected Securities_etf_Open_max,Vanguard Sht-Term Inflation-Protected Securities_etf_Open_min,Vanguard Sht-Term Inflation-Protected Securities_etf_Open_volatility,Vanguard Sht-Term Inflation-Protected Securities_etf_Open_change,Vanguard Sht-Term Inflation-Protected Securities_etf_High_average,Vanguard Sht-Term Inflation-Protected Securities_etf_High_max,Vanguard Sht-Term Inflation-Protected Securities_etf_High_min,Vanguard Sht-Term Inflation-Protected Securities_etf_High_volatility,Vanguard Sht-Term Inflation-Protected Securities_etf_High_change,Vanguard Sht-Term Inflation-Protected Securities_etf_Low_average,Vanguard Sht-Term Inflation-Protected Securities_etf_Low_max,Vanguard Sht-Term Inflation-Protected Securities_etf_Low_min,Vanguard Sht-Term Inflation-Protected Securities_etf_Low_volatility,Vanguard Sht-Term Inflation-Protected Securities_etf_Low_change,Vanguard Sht-Term Inflation-Protected Securities_etf_Close_average,Vanguard Sht-Term Inflation-Protected Securities_etf_Close_max,Vanguard Sht-Term Inflation-Protected Securities_etf_Close_min,Vanguard Sht-Term Inflation-Protected Securities_etf_Close_volatility,Vanguard Sht-Term Inflation-Protected Securities_etf_Close_change
2019-02-24,48.31,48.31,48.31,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2019-03-03,48.39,48.39,48.39,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2019-03-10,48.52,48.52,48.52,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-03-17,48.68,48.68,48.68,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2019-03-24,48.68,48.68,48.68,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-03-31,48.67,48.67,48.67,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2019-04-07,48.73,48.73,48.73,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2019-04-14,48.74,48.74,48.74,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-04-21,48.89,48.89,48.89,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2019-04-28,48.77,48.77,48.77,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2019-05-05,48.8,48.8,48.8,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-05-12,49.02,49.02,49.02,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2019-05-19,48.98,48.98,48.98,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2019-05-26,49.11,49.11,49.11,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-06-02,49.35,49.35,49.35,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-06-09,49.25,49.25,49.25,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2019-06-16,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-06-23,49.29,49.29,49.29,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-06-30,49.23,49.23,49.23,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2019-07-07,49.32,49.32,49.32,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-07-14,49.39,49.39,49.39,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-07-21,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-07-28,49.42,49.42,49.42,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-08-04,49.54,49.54,49.54,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-08-11,49.54,49.54,49.54,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-08-18,49.49,49.49,49.49,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-08-25,49.61,49.61,49.61,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-09-01,49.54,49.54,49.54,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-09-08,49.4,49.4,49.4,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-09-15,49.46,49.46,49.46,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-09-22,49.07,49.07,49.07,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-09-29,49.19,49.19,49.19,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-10-06,49.06,49.06,49.06,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2019-10-13,49.16,49.16,49.16,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2019-10-20,49.19,49.19,49.19,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-10-27,49.17,49.17,49.17,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2019-11-03,49.15,49.15,49.15,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-11-10,49.22,49.22,49.22,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-11-17,49.26,49.26,49.26,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-11-24,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-12-01,49.31,49.31,49.31,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-12-08,49.41,49.41,49.41,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-12-15,49.52,49.52,49.52,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-12-22,49.19,49.19,49.19,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-12-29,49.38,49.38,49.38,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0
