Date,Assured Guaranty Municipal Holdings Inc_Open_average,Assured Guaranty Municipal Holdings Inc_Open_max,Assured Guaranty Municipal Holdings Inc_Open_min,Assured Guaranty Municipal Holdings Inc_Open_volatility,Assured Guaranty Municipal Holdings Inc_Open_change,Assured Guaranty Municipal Holdings Inc_High_average,Assured Guaranty Municipal Holdings Inc_High_max,Assured Guaranty Municipal Holdings Inc_High_min,Assured Guaranty Municipal Holdings Inc_High_volatility,Assured Guaranty Municipal Holdings Inc_High_change,Assured Guaranty Municipal Holdings Inc_Low_average,Assured Guaranty Municipal Holdings Inc_Low_max,Assured Guaranty Municipal Holdings Inc_Low_min,Assured Guaranty Municipal Holdings Inc_Low_volatility,Assured Guaranty Municipal Holdings Inc_Low_change,Assured Guaranty Municipal Holdings Inc_Close_average,Assured Guaranty Municipal Holdings Inc_Close_max,Assured Guaranty Municipal Holdings Inc_Close_min,Assured Guaranty Municipal Holdings Inc_Close_volatility,Assured Guaranty Municipal Holdings Inc_Close_change
2018-05-20,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.68,24.68,24.68,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-05-27,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-06-03,25.1,25.1,25.1,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-06-10,25.06,25.06,25.06,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-06-17,25.23,25.23,25.23,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-06-24,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-07-01,25.0,25.0,25.0,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-07-08,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-07-15,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-07-22,24.91,24.91,24.91,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-07-29,25.02,25.02,25.02,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-08-05,24.85,24.85,24.85,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-08-12,24.83,24.83,24.83,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-08-19,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-08-26,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-09-02,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-09-09,24.94,24.94,24.94,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-09-16,25.12,25.12,25.12,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-09-23,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-09-30,24.09,24.09,24.09,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-10-07,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2018-10-14,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-10-21,24.51,24.51,24.51,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-10-28,24.62,24.62,24.62,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2018-11-04,24.64,24.64,24.64,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2018-11-11,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-11-18,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2018-11-25,24.53,24.53,24.53,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-12-02,23.87,23.87,23.87,0.0,0.0,24.31,24.31,24.31,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-12-09,24.17,24.17,24.17,0.0,0.0,24.24,24.24,24.24,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-12-16,22.33,22.33,22.33,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2018-12-23,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,22.6,22.6,22.6,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-12-30,23.7,23.7,23.7,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-01-06,24.39,24.39,24.39,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2019-01-13,24.71,24.71,24.71,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-01-20,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-01-27,24.99,24.99,24.99,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.76,24.76,24.76,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-02-03,25.0,25.0,25.0,0.0,0.0,25.19,25.19,25.19,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-02-10,25.09,25.09,25.09,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-02-17,24.93,24.93,24.93,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-02-24,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-03-03,25.26,25.26,25.26,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-03-10,25.44,25.44,25.44,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-03-17,25.4,25.4,25.4,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-03-24,25.5,25.5,25.5,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-03-31,25.4,25.4,25.4,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-04-07,25.46,25.46,25.46,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-04-14,25.43,25.43,25.43,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-04-21,25.53,25.53,25.53,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-04-28,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-05-05,25.41,25.41,25.41,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-05-12,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-05-19,25.68,25.68,25.68,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-05-26,25.53,25.53,25.53,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-06-02,25.53,25.53,25.53,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-06-09,25.64,25.64,25.64,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-06-16,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-06-23,25.65,25.65,25.65,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-06-30,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-07-07,25.61,25.61,25.61,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-07-14,25.65,25.65,25.65,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-07-21,26.04,26.04,26.04,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.93,25.93,25.93,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-07-28,26.16,26.16,26.16,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-08-04,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-08-11,25.96,25.96,25.96,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-08-18,25.93,25.93,25.93,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.89,25.89,25.89,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-08-25,25.98,25.98,25.98,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-09-01,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-09-08,25.48,25.48,25.48,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-09-15,25.8,25.8,25.8,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-09-22,25.54,25.54,25.54,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-09-29,25.43,25.43,25.43,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-10-06,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-10-13,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-10-20,25.77,25.77,25.77,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-10-27,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-11-03,25.61,25.61,25.61,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-11-10,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-11-17,25.58,25.58,25.58,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-11-24,25.62,25.62,25.62,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-12-01,25.55,25.55,25.55,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-12-08,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-12-15,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-12-22,25.91,25.91,25.91,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-12-29,26.14,26.14,26.14,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0
