Date,SPDR Portfolio Mortgage Backed BondEtf_Open_average,SPDR Portfolio Mortgage Backed BondEtf_Open_max,SPDR Portfolio Mortgage Backed BondEtf_Open_min,SPDR Portfolio Mortgage Backed BondEtf_Open_volatility,SPDR Portfolio Mortgage Backed BondEtf_Open_change,SPDR Portfolio Mortgage Backed BondEtf_High_average,SPDR Portfolio Mortgage Backed BondEtf_High_max,SPDR Portfolio Mortgage Backed BondEtf_High_min,SPDR Portfolio Mortgage Backed BondEtf_High_volatility,SPDR Portfolio Mortgage Backed BondEtf_High_change,SPDR Portfolio Mortgage Backed BondEtf_Low_average,SPDR Portfolio Mortgage Backed BondEtf_Low_max,SPDR Portfolio Mortgage Backed BondEtf_Low_min,SPDR Portfolio Mortgage Backed BondEtf_Low_volatility,SPDR Portfolio Mortgage Backed BondEtf_Low_change,SPDR Portfolio Mortgage Backed BondEtf_Close_average,SPDR Portfolio Mortgage Backed BondEtf_Close_max,SPDR Portfolio Mortgage Backed BondEtf_Close_min,SPDR Portfolio Mortgage Backed BondEtf_Close_volatility,SPDR Portfolio Mortgage Backed BondEtf_Close_change
2018-04-29,25.3,25.3,25.3,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-05-06,25.27,25.27,25.27,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-05-13,25.17,25.17,25.17,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-05-20,25.34,25.34,25.34,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-05-27,25.3,25.3,25.3,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-06-03,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-06-10,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-06-17,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-06-24,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-07-01,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-07-08,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2018-07-15,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-07-22,25.29,25.29,25.29,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-07-29,25.25,25.25,25.25,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-08-05,25.31,25.31,25.31,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2018-08-12,25.39,25.39,25.39,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-08-19,25.41,25.41,25.41,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-08-26,25.41,25.41,25.41,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2018-09-02,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-09-09,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-09-16,25.1,25.1,25.1,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-09-23,25.21,25.21,25.21,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-09-30,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-10-07,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-10-14,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-10-21,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-10-28,24.85,24.85,24.85,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2018-11-04,24.78,24.78,24.78,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-11-11,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-11-18,25.02,25.02,25.02,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-11-25,25.11,25.11,25.11,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-12-02,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-12-09,25.24,25.24,25.24,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-12-16,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-12-23,25.35,25.35,25.35,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-12-30,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-01-06,25.43,25.43,25.43,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-01-13,25.42,25.42,25.42,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-01-20,25.44,25.44,25.44,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-01-27,25.53,25.53,25.53,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-02-03,25.5,25.5,25.5,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-02-10,25.54,25.54,25.54,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-02-17,25.53,25.53,25.53,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-02-24,25.45,25.45,25.45,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-03-03,25.55,25.55,25.55,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-03-10,25.59,25.59,25.59,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-03-17,25.72,25.72,25.72,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-03-24,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-03-31,25.66,25.66,25.66,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-04-07,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-04-14,25.65,25.65,25.65,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-04-21,25.79,25.79,25.79,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-04-28,25.7,25.7,25.7,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-05-05,25.75,25.75,25.75,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-05-12,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-05-19,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-05-26,25.94,25.94,25.94,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-06-02,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-06-09,25.98,25.98,25.98,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-06-16,26.07,26.07,26.07,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2019-06-23,26.09,26.09,26.09,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-06-30,26.06,26.06,26.06,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-07-07,26.01,26.01,26.01,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-07-14,26.13,26.13,26.13,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-07-21,26.06,26.06,26.06,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-07-28,26.13,26.13,26.13,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-08-04,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-08-11,26.19,26.19,26.19,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-08-18,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-08-25,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-09-01,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-09-08,26.18,26.18,26.18,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-09-15,26.17,26.17,26.17,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-09-22,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-09-29,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-10-06,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-10-13,26.11,26.11,26.11,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-10-20,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-10-27,26.2,26.2,26.2,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-11-03,26.13,26.13,26.13,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-11-10,26.1,26.1,26.1,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-11-17,26.16,26.16,26.16,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-11-24,26.15,26.15,26.15,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-12-01,26.15,26.15,26.15,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-12-08,26.11,26.11,26.11,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-12-15,26.04,26.04,26.04,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2019-12-22,26.13,26.13,26.13,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-12-29,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.33,26.33,26.33,0.0,0.0
