Date,USAA Core Short-Term BondEtf_Open_average,USAA Core Short-Term BondEtf_Open_max,USAA Core Short-Term BondEtf_Open_min,USAA Core Short-Term BondEtf_Open_volatility,USAA Core Short-Term BondEtf_Open_change,USAA Core Short-Term BondEtf_High_average,USAA Core Short-Term BondEtf_High_max,USAA Core Short-Term BondEtf_High_min,USAA Core Short-Term BondEtf_High_volatility,USAA Core Short-Term BondEtf_High_change,USAA Core Short-Term BondEtf_Low_average,USAA Core Short-Term BondEtf_Low_max,USAA Core Short-Term BondEtf_Low_min,USAA Core Short-Term BondEtf_Low_volatility,USAA Core Short-Term BondEtf_Low_change,USAA Core Short-Term BondEtf_Close_average,USAA Core Short-Term BondEtf_Close_max,USAA Core Short-Term BondEtf_Close_min,USAA Core Short-Term BondEtf_Close_volatility,USAA Core Short-Term BondEtf_Close_change
2018-05-06,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-05-13,49.46,49.46,49.46,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-05-20,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-05-27,49.56,49.56,49.56,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-06-03,49.49,49.49,49.49,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-06-10,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-06-17,49.49,49.49,49.49,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-06-24,49.54,49.54,49.54,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-07-01,49.52,49.52,49.52,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2018-07-08,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-07-15,49.54,49.54,49.54,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-07-22,49.46,49.46,49.46,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2018-07-29,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-08-05,49.49,49.49,49.49,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2018-08-12,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2018-08-19,49.56,49.56,49.56,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2018-08-26,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-09-02,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2018-09-09,49.45,49.45,49.45,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-09-16,49.51,49.51,49.51,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2018-09-23,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-09-30,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-10-07,49.44,49.44,49.44,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-10-14,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2018-10-21,49.36,49.36,49.36,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-10-28,49.28,49.28,49.28,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-11-04,49.33,49.33,49.33,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-11-11,49.42,49.42,49.42,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2018-11-18,49.34,49.34,49.34,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-11-25,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-12-02,49.42,49.42,49.42,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2018-12-09,49.42,49.42,49.42,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-12-16,49.41,49.41,49.41,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2018-12-23,49.42,49.42,49.42,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-12-30,49.59,49.59,49.59,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-01-06,49.6,49.6,49.6,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-01-13,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-01-20,49.62,49.62,49.62,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-01-27,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-02-03,49.86,49.86,49.86,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-02-10,49.83,49.83,49.83,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-02-17,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-02-24,49.83,49.83,49.83,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-03-03,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-03-10,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-03-17,49.99,49.99,49.99,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-03-24,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-03-31,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-04-07,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-04-14,50.07,50.07,50.07,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-04-21,50.07,50.07,50.07,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-04-28,50.07,50.07,50.07,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-05-05,50.18,50.18,50.18,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-05-12,50.21,50.21,50.21,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-05-19,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-05-26,50.32,50.32,50.32,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-06-02,50.44,50.44,50.44,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-06-09,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-06-16,50.46,50.46,50.46,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-06-23,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-06-30,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-07-07,50.51,50.51,50.51,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-07-14,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-07-21,50.46,50.46,50.46,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-07-28,50.56,50.56,50.56,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-08-04,50.61,50.61,50.61,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-08-11,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2019-08-18,50.66,50.66,50.66,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-08-25,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-09-01,50.66,50.66,50.66,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-09-08,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-09-15,50.52,50.52,50.52,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-09-22,50.6,50.6,50.6,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-09-29,50.76,50.76,50.76,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-10-06,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-10-13,50.74,50.74,50.74,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2019-10-20,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-10-27,50.63,50.63,50.63,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-11-03,50.58,50.58,50.58,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-11-10,50.7,50.7,50.7,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-11-17,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-11-24,50.62,50.62,50.62,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-12-01,50.63,50.63,50.63,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-12-08,50.66,50.66,50.66,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-12-15,50.68,50.68,50.68,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-12-22,50.7,50.7,50.7,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-12-29,50.67,50.67,50.67,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2020-01-05,50.63,50.63,50.63,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2020-01-12,50.66,50.66,50.66,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2020-01-19,50.79,50.79,50.79,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2020-01-26,50.95,50.95,50.95,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2020-02-02,50.97,50.97,50.97,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2020-02-09,50.86,50.86,50.86,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2020-02-16,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2020-02-23,51.13,51.13,51.13,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2020-03-01,51.51,51.51,51.51,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2020-03-08,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2020-03-15,48.69,48.69,48.69,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2020-03-22,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2020-03-29,49.13,49.13,49.13,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2020-04-05,49.45,49.45,49.45,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2020-04-12,50.18,50.18,50.18,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2020-04-19,50.22,50.22,50.22,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2020-04-26,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2020-05-03,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2020-05-10,50.31,50.31,50.31,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2020-05-17,50.62,50.62,50.62,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2020-05-24,50.85,50.85,50.85,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2020-05-31,51.19,51.19,51.19,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2020-06-07,51.02,51.02,51.02,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2020-06-14,51.28,51.28,51.28,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2020-06-21,51.32,51.32,51.32,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2020-06-28,51.39,51.39,51.39,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2020-07-05,51.49,51.49,51.49,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.49,51.49,51.49,0.0,0.0
