Date,Reality Shares Divcon Leaders DividendEtf_Open_average,Reality Shares Divcon Leaders DividendEtf_Open_max,Reality Shares Divcon Leaders DividendEtf_Open_min,Reality Shares Divcon Leaders DividendEtf_Open_volatility,Reality Shares Divcon Leaders DividendEtf_Open_change,Reality Shares Divcon Leaders DividendEtf_High_average,Reality Shares Divcon Leaders DividendEtf_High_max,Reality Shares Divcon Leaders DividendEtf_High_min,Reality Shares Divcon Leaders DividendEtf_High_volatility,Reality Shares Divcon Leaders DividendEtf_High_change,Reality Shares Divcon Leaders DividendEtf_Low_average,Reality Shares Divcon Leaders DividendEtf_Low_max,Reality Shares Divcon Leaders DividendEtf_Low_min,Reality Shares Divcon Leaders DividendEtf_Low_volatility,Reality Shares Divcon Leaders DividendEtf_Low_change,Reality Shares Divcon Leaders DividendEtf_Close_average,Reality Shares Divcon Leaders DividendEtf_Close_max,Reality Shares Divcon Leaders DividendEtf_Close_min,Reality Shares Divcon Leaders DividendEtf_Close_volatility,Reality Shares Divcon Leaders DividendEtf_Close_change
2018-04-08,31.77,31.77,31.77,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2018-04-15,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2018-04-22,31.77,31.77,31.77,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-04-29,30.9,30.9,30.9,0.0,0.0,31.47,31.47,31.47,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2018-05-06,32.4,32.4,32.4,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-05-13,32.49,32.49,32.49,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2018-05-20,32.74,32.74,32.74,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2018-05-27,32.79,32.79,32.79,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-06-03,33.44,33.44,33.44,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2018-06-10,33.63,33.63,33.63,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2018-06-17,33.22,33.22,33.22,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-06-24,32.35,32.35,32.35,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-07-01,32.7,32.7,32.7,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-07-08,33.12,33.12,33.12,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-07-15,33.28,33.28,33.28,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2018-07-22,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-07-29,33.28,33.28,33.28,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-08-05,33.11,33.11,33.11,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2018-08-12,32.86,32.86,32.86,0.0,0.0,33.4,33.4,33.4,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2018-08-19,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2018-08-26,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-09-02,34.17,34.17,34.17,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-09-09,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-09-16,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-09-23,34.37,34.37,34.37,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-09-30,33.66,33.66,33.66,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-10-07,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2018-10-14,32.09,32.09,32.09,0.0,0.0,32.35,32.35,32.35,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2018-10-21,30.45,30.45,30.45,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-10-28,32.32,32.32,32.32,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-11-04,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-11-11,32.08,32.08,32.08,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-11-18,31.12,31.12,31.12,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2018-11-25,32.22,32.22,32.22,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2018-12-02,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-12-09,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-12-16,28.98,28.98,28.98,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-12-23,29.2,29.2,29.2,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2018-12-30,29.25,29.25,29.25,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-01-06,30.63,30.63,30.63,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-01-13,31.38,31.38,31.38,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-01-20,31.88,31.88,31.88,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-01-27,32.31,32.31,32.31,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-02-03,32.18,32.18,32.18,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2019-02-10,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-02-17,33.53,33.53,33.53,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-02-24,33.55,33.55,33.55,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-03-03,32.58,32.58,32.58,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-03-10,33.67,33.67,33.67,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-03-17,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-03-24,33.43,33.43,33.43,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-03-31,34.45,34.45,34.45,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-04-07,34.75,34.75,34.75,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.75,34.75,34.75,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-04-14,35.14,35.14,35.14,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-04-21,35.12,35.12,35.12,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-04-28,35.09,35.09,35.09,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-05-05,34.11,34.11,34.11,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.83,33.83,33.83,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-05-12,34.0,34.0,34.0,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-05-19,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-05-26,32.55,32.55,32.55,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-06-02,34.08,34.08,34.08,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-06-09,34.17,34.17,34.17,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-06-16,34.71,34.71,34.71,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-06-23,34.87,34.87,34.87,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-06-30,35.1,35.1,35.1,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-07-07,35.69,35.69,35.69,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-07-14,35.77,35.77,35.77,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2019-07-21,36.12,36.12,36.12,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-07-28,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-08-04,34.38,34.38,34.38,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-08-11,33.92,33.92,33.92,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-08-18,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-08-25,34.94,34.94,34.94,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-09-01,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-09-08,36.05,36.05,36.05,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-09-15,35.59,35.59,35.59,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2019-09-22,35.47,35.47,35.47,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-09-29,34.7,34.7,34.7,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2019-10-06,35.66,35.66,35.66,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-10-13,35.78,35.78,35.78,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-10-20,36.18,36.18,36.18,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-10-27,36.48,36.48,36.48,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2019-11-03,37.16,37.16,37.16,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-11-10,37.64,37.64,37.64,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-11-17,37.35,37.35,37.35,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-11-24,38.02,38.02,38.02,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-12-01,37.99,37.99,37.99,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-12-08,38.37,38.37,38.37,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2019-12-15,38.95,38.95,38.95,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-12-22,38.97,38.97,38.97,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-12-29,38.96,38.96,38.96,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2020-01-05,39.51,39.51,39.51,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2020-01-12,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2020-01-19,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2020-01-26,39.31,39.31,39.31,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2020-02-02,40.54,40.54,40.54,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2020-02-09,41.1,41.1,41.1,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2020-02-16,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2020-02-23,35.94,35.94,35.94,0.0,0.0,36.76,36.76,36.76,0.0,0.0,35.66,35.66,35.66,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2020-03-01,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2020-03-08,33.45,33.45,33.45,0.0,0.0,34.08,34.08,34.08,0.0,0.0,31.84,31.84,31.84,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2020-03-15,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2020-03-22,32.74,32.74,32.74,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2020-03-29,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.61,31.61,31.61,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2020-04-05,35.88,35.88,35.88,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2020-04-12,36.0,36.0,36.0,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2020-04-19,36.13,36.13,36.13,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.65,35.65,35.65,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2020-04-26,36.33,36.33,36.33,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2020-05-03,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2020-05-10,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2020-05-17,38.34,38.34,38.34,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2020-05-24,38.97,38.97,38.97,0.0,0.0,39.99,39.99,39.99,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2020-05-31,41.23,41.23,41.23,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2020-06-07,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2020-06-14,40.06,40.06,40.06,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2020-06-21,39.24,39.24,39.24,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2020-06-28,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2020-07-05,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0
