Date,iShares MSCI IndiaEtf_Open_average,iShares MSCI IndiaEtf_Open_max,iShares MSCI IndiaEtf_Open_min,iShares MSCI IndiaEtf_Open_volatility,iShares MSCI IndiaEtf_Open_change,iShares MSCI IndiaEtf_High_average,iShares MSCI IndiaEtf_High_max,iShares MSCI IndiaEtf_High_min,iShares MSCI IndiaEtf_High_volatility,iShares MSCI IndiaEtf_High_change,iShares MSCI IndiaEtf_Low_average,iShares MSCI IndiaEtf_Low_max,iShares MSCI IndiaEtf_Low_min,iShares MSCI IndiaEtf_Low_volatility,iShares MSCI IndiaEtf_Low_change,iShares MSCI IndiaEtf_Close_average,iShares MSCI IndiaEtf_Close_max,iShares MSCI IndiaEtf_Close_min,iShares MSCI IndiaEtf_Close_volatility,iShares MSCI IndiaEtf_Close_change
2018-06-24,33.05,33.05,33.05,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2018-07-01,33.17,33.17,33.17,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-07-08,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-07-15,33.91,33.91,33.91,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-07-22,34.99,34.99,34.99,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-07-29,35.41,35.41,35.41,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2018-08-05,35.4,35.4,35.4,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2018-08-12,35.11,35.11,35.11,0.0,0.0,35.4,35.4,35.4,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-08-19,35.66,35.66,35.66,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-08-26,35.38,35.38,35.38,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2018-09-02,34.72,34.72,34.72,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-09-09,34.75,34.75,34.75,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2018-09-16,33.4,33.4,33.4,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2018-09-23,32.54,32.54,32.54,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-09-30,29.82,29.82,29.82,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-10-07,30.47,30.47,30.47,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2018-10-14,30.0,30.0,30.0,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-10-21,29.14,29.14,29.14,0.0,0.0,29.51,29.51,29.51,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-10-28,31.31,31.31,31.31,0.0,0.0,31.49,31.49,31.49,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2018-11-04,31.51,31.51,31.51,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-11-11,32.06,32.06,32.06,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-11-18,32.13,32.13,32.13,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2018-11-25,33.49,33.49,33.49,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2018-12-02,32.21,32.21,32.21,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-12-09,32.32,32.32,32.32,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-12-16,32.91,32.91,32.91,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2018-12-23,33.21,33.21,33.21,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-12-30,32.62,32.62,32.62,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.59,32.59,32.59,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-01-06,32.57,32.57,32.57,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-01-13,32.81,32.81,32.81,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-01-20,32.57,32.57,32.57,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-01-27,32.65,32.65,32.65,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2019-02-03,32.7,32.7,32.7,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-02-10,32.02,32.02,32.02,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-02-17,32.41,32.41,32.41,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2019-02-24,32.8,32.8,32.8,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2019-03-03,33.43,33.43,33.43,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-03-10,34.97,34.97,34.97,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-03-17,34.96,34.96,34.96,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-03-24,35.34,35.34,35.34,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2019-03-31,35.68,35.68,35.68,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-04-07,35.42,35.42,35.42,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-04-14,35.74,35.74,35.74,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-04-21,35.32,35.32,35.32,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2019-04-28,35.52,35.52,35.52,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-05-05,33.54,33.54,33.54,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-05-12,33.81,33.81,33.81,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-05-19,35.44,35.44,35.44,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2019-05-26,35.56,35.56,35.56,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-06-02,35.74,35.74,35.74,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-06-09,35.31,35.31,35.31,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2019-06-16,34.83,34.83,34.83,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-06-23,35.33,35.33,35.33,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-06-30,35.31,35.31,35.31,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2019-07-07,34.71,34.71,34.71,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-07-14,34.35,34.35,34.35,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-07-21,33.93,33.93,33.93,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-07-28,32.6,32.6,32.6,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2019-08-04,32.46,32.46,32.46,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2019-08-11,32.08,32.08,32.08,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-08-18,31.87,31.87,31.87,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-08-25,32.19,32.19,32.19,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-09-01,31.97,31.97,31.97,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-09-08,32.66,32.66,32.66,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-09-15,33.16,33.16,33.16,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2019-09-22,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-09-29,32.69,32.69,32.69,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-10-06,32.96,32.96,32.96,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-10-13,33.9,33.9,33.9,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-10-20,33.82,33.82,33.82,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-10-27,34.91,34.91,34.91,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-11-03,34.5,34.5,34.5,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-11-10,34.22,34.22,34.22,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-11-17,34.2,34.2,34.2,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-11-24,34.55,34.55,34.55,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-12-01,34.46,34.46,34.46,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-12-08,35.2,35.2,35.2,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-12-15,35.51,35.51,35.51,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-12-22,35.41,35.41,35.41,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-12-29,35.13,35.13,35.13,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2020-01-05,35.66,35.66,35.66,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2020-01-12,36.06,36.06,36.06,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2020-01-19,35.79,35.79,35.79,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2020-01-26,34.55,34.55,34.55,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2020-02-02,35.13,35.13,35.13,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2020-02-09,35.39,35.39,35.39,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2020-02-16,34.8,34.8,34.8,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2020-02-23,31.72,31.72,31.72,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.52,31.52,31.52,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2020-03-01,30.67,30.67,30.67,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2020-03-08,28.16,28.16,28.16,0.0,0.0,28.68,28.68,28.68,0.0,0.0,26.88,26.88,26.88,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2020-03-15,24.04,24.04,24.04,0.0,0.0,24.13,24.13,24.13,0.0,0.0,22.86,22.86,22.86,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2020-03-22,23.64,23.64,23.64,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2020-03-29,22.61,22.61,22.61,0.0,0.0,22.69,22.69,22.69,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2020-04-05,25.67,25.67,25.67,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2020-04-12,26.02,26.02,26.02,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2020-04-19,25.78,25.78,25.78,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2020-04-26,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2020-05-03,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2020-05-10,25.89,25.89,25.89,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2020-05-17,26.14,26.14,26.14,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2020-05-24,27.19,27.19,27.19,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2020-05-31,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2020-06-07,28.21,28.21,28.21,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.72,27.72,27.72,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2020-06-14,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2020-06-21,29.23,29.23,29.23,0.0,0.0,29.29,29.29,29.29,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2020-06-28,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2020-07-05,30.93,30.93,30.93,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.83,30.83,30.83,0.0,0.0
