Date,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Open_average,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Open_max,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Open_min,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Open_volatility,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Open_change,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_High_average,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_High_max,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_High_min,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_High_volatility,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_High_change,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Low_average,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Low_max,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Low_min,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Low_volatility,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Low_change,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Close_average,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Close_max,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Close_min,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Close_volatility,NuStar Logistics 7.625% Fixed To Floating Rate SubEtf_Close_change
2018-04-22,25.13,25.13,25.13,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-04-29,25.2,25.2,25.2,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-05-06,25.2,25.2,25.2,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-05-13,25.39,25.39,25.39,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-05-20,25.63,25.63,25.63,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2018-05-27,25.5,25.5,25.5,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2018-06-03,25.72,25.72,25.72,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2018-06-10,25.9,25.9,25.9,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-06-17,25.72,25.72,25.72,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-06-24,25.36,25.36,25.36,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-07-01,25.77,25.77,25.77,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-07-08,25.72,25.72,25.72,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2018-07-15,25.71,25.71,25.71,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-07-22,25.77,25.77,25.77,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-07-29,25.67,25.67,25.67,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-08-05,25.62,25.62,25.62,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-08-12,25.55,25.55,25.55,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2018-08-19,25.6,25.6,25.6,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-08-26,25.87,25.87,25.87,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2018-09-02,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-09-09,25.75,25.75,25.75,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2018-09-16,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2018-09-23,25.43,25.43,25.43,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-09-30,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-10-07,25.2,25.2,25.2,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-10-14,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2018-10-21,25.16,25.16,25.16,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-10-28,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-11-04,25.22,25.22,25.22,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-11-11,25.14,25.14,25.14,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-11-18,25.1,25.1,25.1,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-11-25,25.1,25.1,25.1,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-12-02,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-12-09,24.96,24.96,24.96,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-12-16,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2018-12-23,23.31,23.31,23.31,0.0,0.0,23.74,23.74,23.74,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-12-30,24.14,24.14,24.14,0.0,0.0,24.4,24.4,24.4,0.0,0.0,23.76,23.76,23.76,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2019-01-06,24.76,24.76,24.76,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-01-13,24.76,24.76,24.76,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-01-20,24.8,24.8,24.8,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2019-01-27,25.07,25.07,25.07,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-02-03,24.75,24.75,24.75,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2019-02-10,24.96,24.96,24.96,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-02-17,25.05,25.05,25.05,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-02-24,24.93,24.93,24.93,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-03-03,25.08,25.08,25.08,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2019-03-10,25.22,25.22,25.22,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-03-17,25.25,25.25,25.25,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-03-24,25.0,25.0,25.0,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-03-31,25.15,25.15,25.15,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-04-07,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-04-14,25.07,25.07,25.07,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-04-21,25.07,25.07,25.07,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-04-28,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-05-05,25.22,25.22,25.22,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-05-12,25.29,25.29,25.29,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-05-19,25.26,25.26,25.26,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-05-26,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-06-02,25.52,25.52,25.52,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-06-09,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-06-16,25.44,25.44,25.44,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-06-23,25.08,25.08,25.08,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-06-30,25.17,25.17,25.17,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-07-07,25.49,25.49,25.49,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-07-14,25.72,25.72,25.72,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-07-21,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-07-28,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-08-04,26.01,26.01,26.01,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2019-08-11,26.08,26.08,26.08,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-08-18,26.06,26.06,26.06,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-08-25,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-09-01,26.06,26.06,26.06,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-09-08,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-09-15,26.1,26.1,26.1,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-09-22,26.2,26.2,26.2,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-09-29,25.98,25.98,25.98,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-10-06,26.04,26.04,26.04,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-10-13,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-10-20,26.45,26.45,26.45,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-10-27,26.11,26.11,26.11,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-11-03,26.48,26.48,26.48,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-11-10,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-11-17,26.07,26.07,26.07,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-11-24,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-12-01,25.9,25.9,25.9,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-12-08,26.24,26.24,26.24,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-12-15,26.48,26.48,26.48,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-12-22,26.18,26.18,26.18,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-12-29,25.87,25.87,25.87,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2020-01-05,26.02,26.02,26.02,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2020-01-12,26.28,26.28,26.28,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2020-01-19,26.1,26.1,26.1,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2020-01-26,26.26,26.26,26.26,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2020-02-02,26.26,26.26,26.26,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2020-02-09,26.26,26.26,26.26,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2020-02-16,26.51,26.51,26.51,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2020-02-23,25.35,25.35,25.35,0.0,0.0,25.37,25.37,25.37,0.0,0.0,23.6,23.6,23.6,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2020-03-01,24.95,24.95,24.95,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2020-03-08,17.12,17.12,17.12,0.0,0.0,18.85,18.85,18.85,0.0,0.0,16.5,16.5,16.5,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2020-03-15,13.44,13.44,13.44,0.0,0.0,17.18,17.18,17.18,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2020-03-22,16.12,16.12,16.12,0.0,0.0,16.15,16.15,16.15,0.0,0.0,14.5,14.5,14.5,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2020-03-29,13.51,13.51,13.51,0.0,0.0,13.9,13.9,13.9,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2020-04-05,15.12,15.12,15.12,0.0,0.0,16.44,16.44,16.44,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2020-04-12,18.49,18.49,18.49,0.0,0.0,18.53,18.53,18.53,0.0,0.0,17.83,17.83,17.83,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2020-04-19,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0,17.62,17.62,17.62,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2020-04-26,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0,17.87,17.87,17.87,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2020-05-03,20.44,20.44,20.44,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2020-05-10,20.35,20.35,20.35,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2020-05-17,21.66,21.66,21.66,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2020-05-24,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,20.89,20.89,20.89,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2020-05-31,23.13,23.13,23.13,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2020-06-07,20.94,20.94,20.94,0.0,0.0,21.72,21.72,21.72,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2020-06-14,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2020-06-21,20.24,20.24,20.24,0.0,0.0,20.8,20.8,20.8,0.0,0.0,19.51,19.51,19.51,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2020-06-28,20.43,20.43,20.43,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2020-07-05,20.47,20.47,20.47,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.51,20.51,20.51,0.0,0.0
