Date,Global X Silver MinersEtf_Open_average,Global X Silver MinersEtf_Open_max,Global X Silver MinersEtf_Open_min,Global X Silver MinersEtf_Open_volatility,Global X Silver MinersEtf_Open_change,Global X Silver MinersEtf_High_average,Global X Silver MinersEtf_High_max,Global X Silver MinersEtf_High_min,Global X Silver MinersEtf_High_volatility,Global X Silver MinersEtf_High_change,Global X Silver MinersEtf_Low_average,Global X Silver MinersEtf_Low_max,Global X Silver MinersEtf_Low_min,Global X Silver MinersEtf_Low_volatility,Global X Silver MinersEtf_Low_change,Global X Silver MinersEtf_Close_average,Global X Silver MinersEtf_Close_max,Global X Silver MinersEtf_Close_min,Global X Silver MinersEtf_Close_volatility,Global X Silver MinersEtf_Close_change
2018-04-01,30.76,30.76,30.76,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-04-08,31.1,31.1,31.1,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-04-15,31.67,31.67,31.67,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2018-04-22,30.89,30.89,30.89,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-04-29,30.7,30.7,30.7,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2018-05-06,31.33,31.33,31.33,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-05-13,30.4,30.4,30.4,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-05-20,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-05-27,30.31,30.31,30.31,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-06-03,30.3,30.3,30.3,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2018-06-10,29.83,29.83,29.83,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-06-17,29.11,29.11,29.11,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-06-24,28.5,28.5,28.5,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2018-07-01,29.09,29.09,29.09,0.0,0.0,29.5,29.5,29.5,0.0,0.0,28.83,28.83,28.83,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2018-07-08,28.48,28.48,28.48,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-07-15,27.9,27.9,27.9,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-07-22,27.72,27.72,27.72,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-07-29,27.09,27.09,27.09,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-08-05,26.62,26.62,26.62,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2018-08-12,23.98,23.98,23.98,0.0,0.0,24.61,24.61,24.61,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-08-19,24.73,24.73,24.73,0.0,0.0,25.41,25.41,25.41,0.0,0.0,24.7,24.7,24.7,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-08-26,24.82,24.82,24.82,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-09-02,23.71,23.71,23.71,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2018-09-09,23.82,23.82,23.82,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-09-16,24.72,24.72,24.72,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2018-09-23,24.13,24.13,24.13,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2018-09-30,24.01,24.01,24.01,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-10-07,24.79,24.79,24.79,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-10-14,25.18,25.18,25.18,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2018-10-21,24.0,24.0,24.0,0.0,0.0,24.32,24.32,24.32,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-10-28,24.1,24.1,24.1,0.0,0.0,24.38,24.38,24.38,0.0,0.0,23.89,23.89,23.89,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2018-11-04,23.35,23.35,23.35,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-11-11,23.65,23.65,23.65,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-11-18,23.85,23.85,23.85,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-11-25,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,22.75,22.75,22.75,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-12-02,23.56,23.56,23.56,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-12-09,24.41,24.41,24.41,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-12-16,25.17,25.17,25.17,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2018-12-23,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-12-30,25.94,25.94,25.94,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.58,25.58,25.58,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-01-06,26.09,26.09,26.09,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-01-13,24.95,24.95,24.95,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-01-20,24.85,24.85,24.85,0.0,0.0,25.5,25.5,25.5,0.0,0.0,24.66,24.66,24.66,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-01-27,26.92,26.92,26.92,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-02-03,26.52,26.52,26.52,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-02-10,26.6,26.6,26.6,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-02-17,27.55,27.55,27.55,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-02-24,26.81,26.81,26.81,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-03-03,25.94,25.94,25.94,0.0,0.0,26.35,26.35,26.35,0.0,0.0,25.84,25.84,25.84,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-03-10,26.41,26.41,26.41,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-03-17,27.2,27.2,27.2,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-03-24,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-03-31,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-04-07,25.88,25.88,25.88,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-04-14,24.89,24.89,24.89,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-04-21,24.15,24.15,24.15,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2019-04-28,23.62,23.62,23.62,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-05-05,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-05-12,22.42,22.42,22.42,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2019-05-19,22.15,22.15,22.15,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2019-05-26,22.61,22.61,22.61,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.61,22.61,22.61,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-06-02,24.37,24.37,24.37,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-06-09,25.11,25.11,25.11,0.0,0.0,25.28,25.28,25.28,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-06-16,26.42,26.42,26.42,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-06-23,26.74,26.74,26.74,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-06-30,26.1,26.1,26.1,0.0,0.0,26.41,26.41,26.41,0.0,0.0,25.86,25.86,25.86,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-07-07,26.14,26.14,26.14,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-07-14,29.16,29.16,29.16,0.0,0.0,29.46,29.46,29.46,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-07-21,28.66,28.66,28.66,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2019-07-28,28.01,28.01,28.01,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-08-04,29.54,29.54,29.54,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-08-11,28.42,28.42,28.42,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-08-18,28.85,28.85,28.85,0.0,0.0,29.8,29.8,29.8,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-08-25,30.57,30.57,30.57,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2019-09-01,30.75,30.75,30.75,0.0,0.0,31.12,31.12,31.12,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-09-08,29.45,29.45,29.45,0.0,0.0,29.79,29.79,29.79,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-09-15,29.6,29.6,29.6,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-09-22,29.25,29.25,29.25,0.0,0.0,29.46,29.46,29.46,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-09-29,28.29,28.29,28.29,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-10-06,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-10-13,28.63,28.63,28.63,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-10-20,29.88,29.88,29.88,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2019-10-27,30.2,30.2,30.2,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-11-03,29.16,29.16,29.16,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2019-11-10,29.63,29.63,29.63,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-11-17,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-11-24,29.12,29.12,29.12,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-12-01,30.49,30.49,30.49,0.0,0.0,30.53,30.53,30.53,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-12-08,30.89,30.89,30.89,0.0,0.0,31.36,31.36,31.36,0.0,0.0,30.89,30.89,30.89,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-12-15,31.09,31.09,31.09,0.0,0.0,31.3,31.3,31.3,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-12-22,33.2,33.2,33.2,0.0,0.0,33.36,33.36,33.36,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-12-29,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2020-01-05,31.02,31.02,31.02,0.0,0.0,31.46,31.46,31.46,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2020-01-12,31.67,31.67,31.67,0.0,0.0,31.79,31.79,31.79,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2020-01-19,31.21,31.21,31.21,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2020-01-26,30.89,30.89,30.89,0.0,0.0,31.32,31.32,31.32,0.0,0.0,30.67,30.67,30.67,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2020-02-02,31.34,31.34,31.34,0.0,0.0,31.62,31.62,31.62,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2020-02-09,30.68,30.68,30.68,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2020-02-16,33.0,33.0,33.0,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.77,32.77,32.77,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2020-02-23,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,26.25,26.25,26.25,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2020-03-01,29.59,29.59,29.59,0.0,0.0,29.61,29.61,29.61,0.0,0.0,28.53,28.53,28.53,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2020-03-08,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2020-03-15,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2020-03-22,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2020-03-29,24.48,24.48,24.48,0.0,0.0,24.77,24.77,24.77,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2020-04-05,26.37,26.37,26.37,0.0,0.0,28.1,28.1,28.1,0.0,0.0,26.36,26.36,26.36,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2020-04-12,28.19,28.19,28.19,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2020-04-19,31.44,31.44,31.44,0.0,0.0,31.94,31.94,31.94,0.0,0.0,30.42,30.42,30.42,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2020-04-26,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2020-05-03,33.42,33.42,33.42,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2020-05-10,33.85,33.85,33.85,0.0,0.0,35.2,35.2,35.2,0.0,0.0,33.73,33.73,33.73,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2020-05-17,36.6,36.6,36.6,0.0,0.0,36.96,36.96,36.96,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2020-05-24,36.12,36.12,36.12,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.69,35.69,35.69,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2020-05-31,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2020-06-07,34.24,34.24,34.24,0.0,0.0,34.7,34.7,34.7,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2020-06-14,33.4,33.4,33.4,0.0,0.0,34.56,34.56,34.56,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2020-06-21,35.19,35.19,35.19,0.0,0.0,35.61,35.61,35.61,0.0,0.0,34.31,34.31,34.31,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2020-06-28,36.22,36.22,36.22,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2020-07-05,36.9,36.9,36.9,0.0,0.0,37.88,37.88,37.88,0.0,0.0,36.75,36.75,36.75,0.0,0.0,37.58,37.58,37.58,0.0,0.0
