Date,iShares MSCI Sweden CappedEtf_Open_average,iShares MSCI Sweden CappedEtf_Open_max,iShares MSCI Sweden CappedEtf_Open_min,iShares MSCI Sweden CappedEtf_Open_volatility,iShares MSCI Sweden CappedEtf_Open_change,iShares MSCI Sweden CappedEtf_High_average,iShares MSCI Sweden CappedEtf_High_max,iShares MSCI Sweden CappedEtf_High_min,iShares MSCI Sweden CappedEtf_High_volatility,iShares MSCI Sweden CappedEtf_High_change,iShares MSCI Sweden CappedEtf_Low_average,iShares MSCI Sweden CappedEtf_Low_max,iShares MSCI Sweden CappedEtf_Low_min,iShares MSCI Sweden CappedEtf_Low_volatility,iShares MSCI Sweden CappedEtf_Low_change,iShares MSCI Sweden CappedEtf_Close_average,iShares MSCI Sweden CappedEtf_Close_max,iShares MSCI Sweden CappedEtf_Close_min,iShares MSCI Sweden CappedEtf_Close_volatility,iShares MSCI Sweden CappedEtf_Close_change
2018-11-18,28.23,28.23,28.23,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2018-11-25,29.08,29.08,29.08,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-12-02,28.4,28.4,28.4,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2018-12-09,28.49,28.49,28.49,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2018-12-16,27.55,27.55,27.55,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-12-23,27.97,27.97,27.97,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-12-30,27.99,27.99,27.99,0.0,0.0,28.53,28.53,28.53,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-01-06,29.21,29.21,29.21,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-01-13,29.55,29.55,29.55,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-01-20,29.45,29.45,29.45,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-01-27,29.94,29.94,29.94,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2019-02-03,29.31,29.31,29.31,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-02-10,30.27,30.27,30.27,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-02-17,30.2,30.2,30.2,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-02-24,30.37,30.37,30.37,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2019-03-03,29.07,29.07,29.07,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-03-10,30.54,30.54,30.54,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-03-17,30.59,30.59,30.59,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-03-24,30.39,30.39,30.39,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2019-03-31,31.64,31.64,31.64,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-04-07,32.25,32.25,32.25,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-04-14,32.7,32.7,32.7,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-04-21,32.37,32.37,32.37,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2019-04-28,31.77,31.77,31.77,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-05-05,30.43,30.43,30.43,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-05-12,30.26,30.26,30.26,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-05-19,30.15,30.15,30.15,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-05-26,28.99,28.99,28.99,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-06-02,30.41,30.41,30.41,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-06-09,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-06-16,30.65,30.65,30.65,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-06-23,30.91,30.91,30.91,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-06-30,30.66,30.66,30.66,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-07-07,30.78,30.78,30.78,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-07-14,30.33,30.33,30.33,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-07-21,30.08,30.08,30.08,0.0,0.0,30.09,30.09,30.09,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2019-07-28,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-08-04,28.45,28.45,28.45,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-08-11,27.51,27.51,27.51,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-08-18,27.87,27.87,27.87,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-08-25,28.28,28.28,28.28,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-09-01,29.21,29.21,29.21,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2019-09-08,30.53,30.53,30.53,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-09-15,30.2,30.2,30.2,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-09-22,29.41,29.41,29.41,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2019-09-29,28.35,28.35,28.35,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-10-06,29.47,29.47,29.47,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-10-13,30.69,30.69,30.69,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-10-20,31.45,31.45,31.45,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-10-27,31.8,31.8,31.8,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-11-03,31.99,31.99,31.99,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.86,31.86,31.86,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-11-10,31.95,31.95,31.95,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-11-17,31.63,31.63,31.63,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2019-11-24,31.84,31.84,31.84,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-12-01,32.26,32.26,32.26,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-12-08,33.19,33.19,33.19,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-12-15,33.19,33.19,33.19,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-12-22,33.47,33.47,33.47,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-12-29,33.09,33.09,33.09,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2020-01-05,32.79,32.79,32.79,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2020-01-12,33.62,33.62,33.62,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2020-01-19,33.15,33.15,33.15,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2020-01-26,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2020-02-02,33.26,33.26,33.26,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2020-02-09,33.92,33.92,33.92,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2020-02-16,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2020-02-23,29.7,29.7,29.7,0.0,0.0,30.55,30.55,30.55,0.0,0.0,29.46,29.46,29.46,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2020-03-01,30.14,30.14,30.14,0.0,0.0,30.45,30.45,30.45,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2020-03-08,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2020-03-15,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2020-03-22,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2020-03-29,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2020-04-05,26.4,26.4,26.4,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2020-04-12,26.41,26.41,26.41,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2020-04-19,26.21,26.21,26.21,0.0,0.0,26.4,26.4,26.4,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2020-04-26,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2020-05-03,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2020-05-10,26.41,26.41,26.41,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2020-05-17,27.82,27.82,27.82,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.64,27.64,27.64,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2020-05-24,30.16,30.16,30.16,0.0,0.0,30.28,30.28,30.28,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2020-05-31,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2020-06-07,30.57,30.57,30.57,0.0,0.0,30.72,30.72,30.72,0.0,0.0,29.75,29.75,29.75,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2020-06-14,31.14,31.14,31.14,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2020-06-21,31.17,31.17,31.17,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2020-06-28,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2020-07-05,32.25,32.25,32.25,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.04,32.04,32.04,0.0,0.0
