Date,Reality Shares DIVSEtf_Open_average,Reality Shares DIVSEtf_Open_max,Reality Shares DIVSEtf_Open_min,Reality Shares DIVSEtf_Open_volatility,Reality Shares DIVSEtf_Open_change,Reality Shares DIVSEtf_High_average,Reality Shares DIVSEtf_High_max,Reality Shares DIVSEtf_High_min,Reality Shares DIVSEtf_High_volatility,Reality Shares DIVSEtf_High_change,Reality Shares DIVSEtf_Low_average,Reality Shares DIVSEtf_Low_max,Reality Shares DIVSEtf_Low_min,Reality Shares DIVSEtf_Low_volatility,Reality Shares DIVSEtf_Low_change,Reality Shares DIVSEtf_Close_average,Reality Shares DIVSEtf_Close_max,Reality Shares DIVSEtf_Close_min,Reality Shares DIVSEtf_Close_volatility,Reality Shares DIVSEtf_Close_change
2018-05-20,26.68,26.68,26.68,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-05-27,26.5,26.5,26.5,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2018-06-03,26.91,26.91,26.91,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-06-10,26.95,26.95,26.95,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2018-06-17,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-06-24,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-07-01,26.65,26.65,26.65,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2018-07-08,26.99,26.99,26.99,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2018-07-15,26.87,26.87,26.87,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2018-07-22,26.84,26.84,26.84,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-07-29,26.94,26.94,26.94,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-08-05,26.83,26.83,26.83,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-08-12,26.82,26.82,26.82,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-08-19,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-08-26,27.01,27.01,27.01,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-09-02,26.93,26.93,26.93,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2018-09-09,27.05,27.05,27.05,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2018-09-16,27.0,27.0,27.0,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-09-23,27.18,27.18,27.18,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-09-30,26.87,26.87,26.87,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2018-10-07,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2018-10-14,26.79,26.79,26.79,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-10-21,26.4,26.4,26.4,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-10-28,26.59,26.59,26.59,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2018-11-04,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-11-11,26.64,26.64,26.64,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2018-11-18,26.52,26.52,26.52,0.0,0.0,27.65,27.65,27.65,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-11-25,26.07,26.07,26.07,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-12-02,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-12-09,26.0,26.0,26.0,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.6,25.6,25.6,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-12-16,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-12-23,24.8,24.8,24.8,0.0,0.0,25.49,25.49,25.49,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-12-30,25.28,25.28,25.28,0.0,0.0,25.68,25.68,25.68,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-01-06,25.65,25.65,25.65,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-01-13,26.02,26.02,26.02,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-01-20,25.83,25.83,25.83,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.83,25.83,25.83,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2019-01-27,26.03,26.03,26.03,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-02-03,25.94,25.94,25.94,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-02-10,26.17,26.17,26.17,0.0,0.0,26.27,26.27,26.27,0.0,0.0,25.33,25.33,25.33,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-02-17,26.07,26.07,26.07,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-02-24,26.19,26.19,26.19,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-03-03,25.78,25.78,25.78,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.03,25.03,25.03,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-03-10,26.28,26.28,26.28,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-03-17,26.3,26.3,26.3,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-03-24,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-03-31,26.23,26.23,26.23,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-04-07,25.61,25.61,25.61,0.0,0.0,26.4,26.4,26.4,0.0,0.0,25.35,25.35,25.35,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-04-14,26.37,26.37,26.37,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-04-21,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-04-28,26.7,26.7,26.7,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-05-05,26.44,26.44,26.44,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-05-12,25.7,25.7,25.7,0.0,0.0,26.54,26.54,26.54,0.0,0.0,25.7,25.7,25.7,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-05-19,25.87,25.87,25.87,0.0,0.0,26.55,26.55,26.55,0.0,0.0,25.87,25.87,25.87,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-05-26,26.28,26.28,26.28,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-06-02,26.4,26.4,26.4,0.0,0.0,26.67,26.67,26.67,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-06-09,26.26,26.26,26.26,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-06-16,26.42,26.42,26.42,0.0,0.0,27.57,27.57,27.57,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-06-23,26.52,26.52,26.52,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-06-30,26.29,26.29,26.29,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-07-07,26.28,26.28,26.28,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-07-14,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-07-21,26.55,26.55,26.55,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-07-28,26.32,26.32,26.32,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-08-04,26.1,26.1,26.1,0.0,0.0,26.31,26.31,26.31,0.0,0.0,25.68,25.68,25.68,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-08-11,26.13,26.13,26.13,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-08-18,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-08-25,25.96,25.96,25.96,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-09-01,26.02,26.02,26.02,0.0,0.0,26.49,26.49,26.49,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-09-08,26.0,26.0,26.0,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2019-09-15,26.2,26.2,26.2,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-09-22,26.05,26.05,26.05,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-09-29,26.1,26.1,26.1,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-10-06,26.11,26.11,26.11,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-10-13,26.18,26.18,26.18,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-10-20,26.2,26.2,26.2,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-10-27,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-11-03,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-11-10,26.89,26.89,26.89,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.73,26.73,26.73,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-11-17,26.98,26.98,26.98,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-11-24,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-12-01,26.96,26.96,26.96,0.0,0.0,27.65,27.65,27.65,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-12-08,27.37,27.37,27.37,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-12-15,27.39,27.39,27.39,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-12-22,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-12-29,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2020-01-05,26.11,26.11,26.11,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2020-01-12,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2020-01-19,26.61,26.61,26.61,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2020-01-26,26.39,26.39,26.39,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2020-02-02,26.24,26.24,26.24,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2020-02-09,26.47,26.47,26.47,0.0,0.0,26.61,26.61,26.61,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2020-02-16,25.71,25.71,25.71,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2020-02-23,25.74,25.74,25.74,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.37,25.37,25.37,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2020-03-01,25.41,25.41,25.41,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2020-03-08,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2020-03-15,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2020-03-22,16.33,16.33,16.33,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2020-03-29,14.03,14.03,14.03,0.0,0.0,14.25,14.25,14.25,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2020-04-05,18.15,18.15,18.15,0.0,0.0,19.11,19.11,19.11,0.0,0.0,18.05,18.05,18.05,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2020-04-12,19.01,19.01,19.01,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2020-04-19,18.89,18.89,18.89,0.0,0.0,19.04,19.04,19.04,0.0,0.0,17.55,17.55,17.55,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2020-04-26,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2020-05-03,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2020-05-10,18.36,18.36,18.36,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2020-05-17,18.05,18.05,18.05,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2020-05-24,19.3,19.3,19.3,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2020-05-31,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2020-06-07,21.61,21.61,21.61,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2020-06-14,21.45,21.45,21.45,0.0,0.0,21.85,21.85,21.85,0.0,0.0,20.54,20.54,20.54,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2020-06-21,20.44,20.44,20.44,0.0,0.0,21.61,21.61,21.61,0.0,0.0,20.44,20.44,20.44,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2020-06-28,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2020-07-05,22.01,22.01,22.01,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.09,22.09,22.09,0.0,0.0
