Symbol,Sector
"1159    G
Name: Symbol, dtype: object","1159    Consumer Services
Name: Sector, dtype: object"
"1186    GE
Name: Symbol, dtype: object","1186    Energy
Name: Sector, dtype: object"
"1290    GS
Name: Symbol, dtype: object","1290    Finance
Name: Sector, dtype: object"
"1299    GSK
Name: Symbol, dtype: object","1299    Health Care
Name: Sector, dtype: object"
"1305    GTN
Name: Symbol, dtype: object","1305    Consumer Services
Name: Sector, dtype: object"
"1334    HD
Name: Symbol, dtype: object","1334    Consumer Services
Name: Sector, dtype: object"
"1435    IBM
Name: Symbol, dtype: object","1435    Technology
Name: Sector, dtype: object"
"1556    JNJ
Name: Symbol, dtype: object","1556    Health Care
Name: Sector, dtype: object"
"1563    JPM
Name: Symbol, dtype: object","1563    Finance
Name: Sector, dtype: object"
"1622    KO
Name: Symbol, dtype: object","1622    Consumer Non-Durables
Name: Sector, dtype: object"
"1733    MC
Name: Symbol, dtype: object","1733    Finance
Name: Sector, dtype: object"
"1737    MCD
Name: Symbol, dtype: object","1737    Consumer Services
Name: Sector, dtype: object"
"1819    MMM
Name: Symbol, dtype: object","1819    Health Care
Name: Sector, dtype: object"
"1837    MOH
Name: Symbol, dtype: object","1837    Health Care
Name: Sector, dtype: object"
"1850    MRK
Name: Symbol, dtype: object","1850    Health Care
Name: Sector, dtype: object"
"1868    MT
Name: Symbol, dtype: object","1868    Basic Industries
Name: Sector, dtype: object"
"1978    NKE
Name: Symbol, dtype: object","1978    Consumer Non-Durables
Name: Sector, dtype: object"
"2065    NVG
Name: Symbol, dtype: object","2065    NaN
Name: Sector, dtype: object"
"2129    OR
Name: Symbol, dtype: object","2129    Basic Industries
Name: Sector, dtype: object"
"2197    PEO
Name: Symbol, dtype: object","2197    NaN
Name: Sector, dtype: object"
"2200    PFE
Name: Symbol, dtype: object","2200    Health Care
Name: Sector, dtype: object"
"2208    PG
Name: Symbol, dtype: object","2208    Basic Industries
Name: Sector, dtype: object"
"2239    PKO
Name: Symbol, dtype: object","2239    NaN
Name: Sector, dtype: object"
"2266    POST
Name: Symbol, dtype: object","2266    Consumer Non-Durables
Name: Sector, dtype: object"
"2356    RACE
Name: Symbol, dtype: object","2356    Capital Goods
Name: Sector, dtype: object"
"2402    RIO
Name: Symbol, dtype: object","2402    Basic Industries
Name: Sector, dtype: object"
"2457    RY
Name: Symbol, dtype: object","2457    Finance
Name: Sector, dtype: object"
"2475    SAN
Name: Symbol, dtype: object","2475    Finance
Name: Sector, dtype: object"
"2478    SAP
Name: Symbol, dtype: object","2478    Technology
Name: Sector, dtype: object"
"2572    SM
Name: Symbol, dtype: object","2572    Energy
Name: Sector, dtype: object"
"2585    SNP
Name: Symbol, dtype: object","2585    Energy
Name: Sector, dtype: object"
"2658    STM
Name: Symbol, dtype: object","2658    Technology
Name: Sector, dtype: object"
"2669    SU
Name: Symbol, dtype: object","2669    Energy
Name: Sector, dtype: object"
"2715    TD
Name: Symbol, dtype: object","2715    Finance
Name: Sector, dtype: object"
"2731    TEF
Name: Symbol, dtype: object","2731    Public Utilities
Name: Sector, dtype: object"
"2733    TEL
Name: Symbol, dtype: object","2733    Technology
Name: Sector, dtype: object"
"2780    TNET
Name: Symbol, dtype: object","2780    Miscellaneous
Name: Sector, dtype: object"
"2814    TRP
Name: Symbol, dtype: object","2814    Public Utilities
Name: Sector, dtype: object"
"2823    TRV
Name: Symbol, dtype: object","2823    Finance
Name: Sector, dtype: object"
"2889    UNH
Name: Symbol, dtype: object","2889    Health Care
Name: Sector, dtype: object"
"2914    UTX
Name: Symbol, dtype: object","2914    Capital Goods
Name: Sector, dtype: object"
"2921    V
Name: Symbol, dtype: object","2921    Miscellaneous
Name: Sector, dtype: object"
"2924    VALE
Name: Symbol, dtype: object","2924    Basic Industries
Name: Sector, dtype: object"
"2939    VER
Name: Symbol, dtype: object","2939    Consumer Services
Name: Sector, dtype: object"
"2994    VZ
Name: Symbol, dtype: object","2994    Public Utilities
Name: Sector, dtype: object"
"3048    WMT
Name: Symbol, dtype: object","3048    Consumer Services
Name: Sector, dtype: object"
"3094    XOM
Name: Symbol, dtype: object","3094    Energy
Name: Sector, dtype: object"
