Symbol,Sector
GM,Capital Goods
GME,Consumer Services
GMED,Health Care
GMRE,Consumer Services
GMS,Consumer Services
GMTA,Consumer Services
GMZ,nan
GNC,Consumer Non-Durables
GNE,Public Utilities
GNK,Transportation
GNL,Consumer Services
GNRC,Consumer Durables
GNT,nan
GNW,Finance
GOF,nan
GOL,Transportation
GOLD,Basic Industries
GOLF,Consumer Non-Durables
GOOS,Consumer Non-Durables
GPC,Capital Goods
GPI,Consumer Durables
GPJA,Public Utilities
GPK,Consumer Durables
GPM,nan
GPMT,Consumer Services
GPN,Miscellaneous
GPRK,Energy
GPS,Consumer Services
GPX,Consumer Services
GRA,Basic Industries
GRAF,Finance
GRAM,Basic Industries
GRC,Capital Goods
GRUB,Miscellaneous
GRX,nan
GS,Finance
GSBD,nan
GSH,Transportation
GSK,Health Care
GSL,Transportation
GSLD,Transportation
GSX,Consumer Services
GTES,Technology
GTN,Consumer Services
GTS,Finance
GTT,Public Utilities
GTX,Capital Goods
GTY,Finance
GUT,nan
GVA,Basic Industries
GWB,Finance
GWRE,Technology
GWW,Consumer Services
GYC,Finance
H,Consumer Services
HAE,Health Care
HAL,Energy
HASI,Consumer Services
HBB,Consumer Durables
HBI,Consumer Services
HBM,Basic Industries
HCA,Health Care
HCC,Energy
HCFT,Consumer Services
HCHC,Capital Goods
HCI,Finance
HCR,Basic Industries
HCXY,nan
HCXZ,nan
HD,Consumer Services
HDB,Finance
HE,Public Utilities
HEI,Capital Goods
HEP,Energy
HEQ,nan
HES,Energy
HESM,Energy
HEXO,Consumer Durables
HFC,Energy
HFRO,nan
HGH,Finance
HGLB,nan
HGV,Consumer Services
HHC,Consumer Services
HHS,Technology
HI,Consumer Durables
HIE,nan
HIG,Finance
HII,Capital Goods
HIL,Consumer Services
HIO,nan
HIW,Consumer Services
HIX,nan
HJV,Finance
HKIB,Finance
HL,Basic Industries
HLF,Health Care
HLI,Finance
HLT,Consumer Services
HLX,Energy
HMC,Capital Goods
HMI,Technology
HMLP,Consumer Services
HMN,Finance
HMY,Basic Industries
HNGR,Health Care
HNI,Consumer Durables
HNP,Public Utilities
HOG,Consumer Non-Durables
HOME,Consumer Services
HON,Capital Goods
HOV,Capital Goods
HP,Energy
HPE,Technology
HPF,nan
HPI,nan
HPP,Finance
HPQ,Technology
HPR,Energy
HPS,nan
HQH,nan
HQL,nan
HR,Consumer Services
HRB,Consumer Services
HRC,Health Care
HRI,nan
HRL,Consumer Non-Durables
HRTG,Finance
HSBC,Finance
HSC,Consumer Services
HST,Consumer Services
HSY,Consumer Non-Durables
HT,Consumer Services
HTA,Consumer Services
HTD,nan
HTFA,nan
HTGC,nan
HTH,Finance
HTY,nan
HTZ,Consumer Services
HUBB,Capital Goods
HUBS,Technology
HUD,Consumer Services
HUM,Health Care
HUN,Basic Industries
HUYA,Technology
HVT,Consumer Services
HXL,Basic Industries
HY,Capital Goods
HYB,nan
HYI,nan
HYT,nan
HZN,Capital Goods
HZO,Consumer Services
I,Consumer Services
IAA,Consumer Durables
IAE,nan
IAG,Basic Industries
IBA,Consumer Non-Durables
IBM,Technology
IBN,Finance
IBP,Basic Industries
ICD,Energy
ICE,Finance
ICL,Basic Industries
IDA,Public Utilities
IDE,nan
IDT,Public Utilities
IEX,Capital Goods
IFF,Basic Industries
IFFT,Basic Industries
IFN,nan
IFS,Finance
IGA,nan
IGD,nan
IGI,nan
IGR,nan
IGT,Consumer Services
IHC,Finance
IHD,nan
IHG,Consumer Services
IHIT,nan
IHTA,nan
IID,nan
IIF,nan
IIM,nan
IIPR,Finance
IMAX,Miscellaneous
INFO,Technology
INFY,Technology
ING,Finance
INGR,Consumer Non-Durables
INN,Consumer Services
INSI,nan
INSP,Health Care
INST,Technology
INSW,Consumer Services
INT,Energy
INVH,Finance
IO,Energy
IP,Basic Industries
IPG,Technology
IPHI,Technology
IPI,Basic Industries
IQI,nan
IQV,Health Care
IR,Technology
IRET,Consumer Services
IRL,nan
IRM,Consumer Services
IRR,nan
IRS,Consumer Services
IRT,Consumer Services
ISD,nan
IT,Consumer Services
ITCB,Finance
ITGR,Miscellaneous
ITT,Capital Goods
ITUB,Finance
ITW,Technology
IVC,Health Care
IVH,nan
IVR,Consumer Services
IVZ,Finance
IX,Finance
J,Basic Industries
JAX,Consumer Services
JBGS,Consumer Services
JBK,Finance
JBL,Technology
JBN,Finance
JBR,Finance
JBT,Technology
JCAP,Consumer Services
JCE,nan
JCI,Consumer Services
JCO,nan
JCP,Consumer Services
JDD,nan
JE,Public Utilities
JEF,Finance
JELD,Basic Industries
JEMD,nan
JEQ,nan
JFR,nan
JGH,nan
JHAA,nan
JHB,nan
JHG,Finance
JHI,nan
JHS,nan
JHX,Capital Goods
JHY,nan
JIH,Finance
JILL,Consumer Non-Durables
JKS,Technology
JLL,Finance
JLS,nan
JMEI,Consumer Services
JMF,nan
JMIA,Consumer Services
JMLP,nan
JMM,nan
JMP,Finance
JNJ,Health Care
JNPR,Technology
JOE,Consumer Services
JOF,nan
JP,Consumer Services
JPC,nan
JPI,nan
JPM,Finance
JPS,nan
JPT,nan
JQC,nan
JRI,nan
JRO,nan
JRS,nan
JSD,nan
JT,Technology
JTA,nan
JTD,nan
JWN,Consumer Services
K,Consumer Non-Durables
KAI,Technology
KAMN,Consumer Durables
KAR,Consumer Durables
KB,Finance
KBH,Capital Goods
KBR,Basic Industries
KDMN,Health Care
KDP,Consumer Non-Durables
KEM,Capital Goods
KEN,Public Utilities
KEP,Public Utilities
KEX,Consumer Services
KEY,Finance
KEYS,Capital Goods
KF,nan
KFS,Finance
KFY,Technology
KGC,Basic Industries
KIM,Consumer Services
KIO,nan
KKR,Finance
KL,Basic Industries
KMB,Consumer Durables
KMF,nan
KMI,Public Utilities
KMPR,Finance
KMT,Capital Goods
KMX,Consumer Durables
KN,Consumer Non-Durables
KNL,Consumer Durables
KNOP,Consumer Services
KNX,Transportation
KO,Consumer Non-Durables
KODK,Miscellaneous
KOF,Consumer Non-Durables
KOP,Basic Industries
KOS,Energy
KR,Consumer Services
KRA,Basic Industries
KRC,Consumer Services
KREF,Consumer Services
KRG,Consumer Services
KRO,Basic Industries
KRP,Energy
KSM,nan
KSS,Consumer Services
KSU,Transportation
KT,Public Utilities
KTB,Consumer Non-Durables
KTF,nan
KTH,Finance
KTN,Finance
KTP,Finance
KW,Finance
KWR,Basic Industries
KYN,nan
L,Finance
LAC,Basic Industries
LAD,Consumer Durables
LADR,Consumer Services
LAIX,Consumer Services
LAZ,Finance
LB,Consumer Services
LBRT,Energy
LC,Finance
LCI,Health Care
LCII,Capital Goods
LDL,Capital Goods
LDOS,Technology
LDP,nan
LEA,Capital Goods
LEAF,Technology
LEE,Consumer Services
LEG,Consumer Durables
LEJU,Finance
LEN,Basic Industries
LEO,nan
LEVI,Consumer Non-Durables
LFC,Finance
LGC,Technology
LGF.B,nan
LGI,nan
LH,Health Care
LHC,Consumer Services
LHX,Capital Goods
LII,Capital Goods
LIN,Basic Industries
LINX,Technology
LITB,Consumer Services
LL,Consumer Services
LLY,Health Care
LM,Finance
LMHA,Finance
LMHB,Finance
LMT,Capital Goods
LN,Technology
LNC,Finance
LND,Consumer Non-Durables
LNN,Capital Goods
LOMA,Capital Goods
LOW,Consumer Services
LPG,Transportation
LPI,Energy
LPL,Capital Goods
LPX,Basic Industries
LRN,Consumer Services
LSI,Consumer Services
LTC,Consumer Services
LTHM,Basic Industries
LTM,Transportation
LUB,Consumer Services
LUV,Transportation
LVS,Consumer Services
LW,Consumer Non-Durables
LXFR,Basic Industries
LXP,nan
LXU,Basic Industries
LYB,Basic Industries
LYG,Finance
LYV,Consumer Services
LZB,Consumer Durables
M,Consumer Services
MA,Miscellaneous
MAA,Consumer Services
MAC,Consumer Services
MAIN,nan
MAN,Technology
MANU,Consumer Services
MAS,Basic Industries
MATX,Consumer Services
MAV,nan
MAXR,Technology
MBI,Finance
MBT,Public Utilities
MC,Finance
MCA,nan
MCB,Finance
MCC,nan
MCD,Consumer Services
MCI,nan
MCK,Health Care
MCN,nan
MCO,Finance
MCR,nan
MCS,Consumer Services
MCV,nan
MCX,nan
MCY,Finance
MD,Health Care
MDC,Capital Goods
MDLA,Technology
MDLQ,Finance
MDLX,Finance
MDLY,Finance
MDP,Consumer Services
MDT,Health Care
MDU,Basic Industries
MEC,Capital Goods
MED,Consumer Non-Durables
MEI,Capital Goods
MEN,nan
MET,Finance
MFA,Consumer Services
MFAC,Finance
MFC,Finance
MFD,nan
MFG,Finance
MFGP,Technology
MFL,nan
MFM,nan
MFO,Consumer Services
MFT,nan
MFV,nan
MG,Consumer Services
MGA,Capital Goods
MGF,nan
