Date,VanEck Vectors Gold Miners_etf_Open_average,VanEck Vectors Gold Miners_etf_Open_max,VanEck Vectors Gold Miners_etf_Open_min,VanEck Vectors Gold Miners_etf_Open_volatility,VanEck Vectors Gold Miners_etf_Open_change,VanEck Vectors Gold Miners_etf_High_average,VanEck Vectors Gold Miners_etf_High_max,VanEck Vectors Gold Miners_etf_High_min,VanEck Vectors Gold Miners_etf_High_volatility,VanEck Vectors Gold Miners_etf_High_change,VanEck Vectors Gold Miners_etf_Low_average,VanEck Vectors Gold Miners_etf_Low_max,VanEck Vectors Gold Miners_etf_Low_min,VanEck Vectors Gold Miners_etf_Low_volatility,VanEck Vectors Gold Miners_etf_Low_change,VanEck Vectors Gold Miners_etf_Close_average,VanEck Vectors Gold Miners_etf_Close_max,VanEck Vectors Gold Miners_etf_Close_min,VanEck Vectors Gold Miners_etf_Close_volatility,VanEck Vectors Gold Miners_etf_Close_change
2017-04-02,23.91,23.91,23.91,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2017-04-09,24.62,24.62,24.62,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2017-04-16,23.67,23.67,23.67,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2017-04-23,21.98,21.98,21.98,0.0,0.0,22.43,22.43,22.43,0.0,0.0,21.87,21.87,21.87,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2017-04-30,21.17,21.17,21.17,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2017-05-07,22.71,22.71,22.71,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2017-05-14,22.97,22.97,22.97,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2017-05-21,23.01,23.01,23.01,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2017-05-28,22.94,22.94,22.94,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2017-06-04,22.84,22.84,22.84,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2017-06-11,22.06,22.06,22.06,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.94,21.94,21.94,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2017-06-18,22.68,22.68,22.68,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2017-06-25,21.88,21.88,21.88,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.88,21.88,21.88,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2017-07-02,21.35,21.35,21.35,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2017-07-09,21.96,21.96,21.96,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2017-07-16,22.5,22.5,22.5,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2017-07-23,22.68,22.68,22.68,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2017-07-30,22.5,22.5,22.5,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2017-08-06,23.1,23.1,23.1,0.0,0.0,23.2,23.2,23.2,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2017-08-13,23.34,23.34,23.34,0.0,0.0,23.48,23.48,23.48,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2017-08-20,23.44,23.44,23.44,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2017-08-27,24.84,24.84,24.84,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2017-09-03,25.42,25.42,25.42,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2017-09-10,24.3,24.3,24.3,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2017-09-17,23.43,23.43,23.43,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2017-09-24,23.17,23.17,23.17,0.0,0.0,23.19,23.19,23.19,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2017-10-01,23.18,23.18,23.18,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2017-10-08,23.94,23.94,23.94,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2017-10-15,23.28,23.28,23.28,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2017-10-22,22.38,22.38,22.38,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2017-10-29,22.62,22.62,22.62,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2017-11-05,22.81,22.81,22.81,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2017-11-12,22.73,22.73,22.73,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2017-11-19,22.97,22.97,22.97,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2017-11-26,22.36,22.36,22.36,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2017-12-03,21.6,21.6,21.6,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2017-12-10,22.16,22.16,22.16,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2017-12-17,22.75,22.75,22.75,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2017-12-24,23.32,23.32,23.32,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2017-12-31,23.58,23.58,23.58,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.67,23.67,23.67,0.0,0.0
